Año,Mes,Dia,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015,2,2,3,2,0,1,-1,-3,93,79,57,1004,1002,999,31,13,10,24,16,,0.00,4,Rain-Snow,273
2015,2,3,3,1,-2,0,-1,-3,93,86,68,1010,1005,1002,19,11,8,11,8,,0.00,3,Rain,266
2015,2,4,5,1,-3,0,-2,-4,96,84,57,1020,1015,1010,26,12,6,14,6,,0.00,3,Rain,351
2015,2,5,1,-2,-4,-2,-4,-6,100,84,61,1026,1022,1020,31,10,1,24,6,,0.51,4,Fog-Snow,39
2015,2,6,2,-1,-3,-4,-5,-6,86,70,48,1031,1027,1025,26,13,10,29,23,47,0.00,4,,52
2015,2,7,4,0,-4,2,-3,-7,93,80,40,1034,1032,1030,19,9,3,18,10,,0.00,6,Rain,17
2015,2,8,6,3,1,2,-1,-3,93,73,42,1035,1033,1030,19,12,10,32,16,48,0.00,5,Rain,341
2015,2,9,5,3,1,4,2,1,94,89,80,1034,1032,1031,11,6,3,19,13,,0.00,6,Rain,280
2015,2,10,6,4,3,4,3,2,100,91,77,1034,1032,1029,26,9,2,11,6,,0.00,7,Rain,17
2015,2,11,4,1,-1,2,1,-2,100,82,70,1030,1025,1022,19,10,3,16,8,,0.00,6,,119
2015,2,12,7,2,-3,1,-1,-4,100,84,54,1023,1021,1019,10,5,1,8,3,,0.00,1,Fog,167
2015,2,13,11,4,-2,3,1,-2,100,73,46,1020,1012,1006,26,10,3,26,14,,0.00,1,Rain,167
2015,2,14,10,8,5,6,4,2,93,80,61,1008,1006,1005,31,13,10,23,14,,2.03,5,Rain,140
2015,2,15,9,3,-2,4,2,-3,100,81,50,1019,1013,1008,24,9,3,14,6,,0.00,5,,64
2015,2,16,6,2,-2,3,1,-3,100,88,74,1022,1018,1016,6,4,1,14,6,,0.00,6,Fog,183
2015,2,17,7,4,-1,4,2,-1,100,86,67,1042,1032,1022,19,8,2,16,8,,0.25,6,Fog-Rain,268
2015,2,18,4,1,-2,2,-1,-3,94,91,80,1042,1039,1034,10,5,0,14,6,,0.00,2,Fog,188
2015,2,19,6,2,-1,1,0,-2,93,78,63,1035,1028,1019,10,7,5,32,16,,0.00,5,,203
2015,2,20,6,4,3,5,3,-1,93,86,67,1020,1009,997,18,10,5,35,24,40,7.11,7,Rain,198
2015,2,21,6,3,1,4,2,0,93,87,61,1005,1000,996,19,10,5,29,14,,1.02,5,Rain,248
2015,2,22,6,3,-1,2,0,-2,94,83,57,1012,1007,999,26,8,1,40,14,60,2.03,4,Fog-Rain,206
2015,2,23,10,6,2,5,2,-1,93,80,44,1000,995,993,31,13,5,43,29,61,3.05,5,Rain-Thunderstorm,219
2015,2,24,8,4,2,4,2,0,93,79,56,1016,1005,997,31,13,7,35,26,53,2.03,4,Rain-Snow,232
2015,2,25,6,3,1,4,2,0,100,88,75,1020,1016,1014,31,12,0,23,13,,2.03,6,Fog-Rain,200
2015,2,26,9,6,2,8,5,3,100,90,70,1020,1014,1008,26,7,0,29,14,48,4.06,6,Fog-Rain,194
2015,2,27,7,3,-1,4,1,-2,93,74,44,1023,1017,1010,26,14,5,29,18,,0.00,3,Rain,312
2015,2,28,9,4,-1,1,-1,-3,93,68,38,1022,1016,1006,31,15,10,37,18,55,0.00,4,,194
2015,3,1,10,8,5,7,4,1,93,72,53,1007,1003,998,31,13,3,42,31,77,2.03,4,Rain,226
2015,3,2,8,6,3,3,1,-3,87,67,40,1017,1007,999,31,13,2,37,27,58,2.03,3,Rain-Hail,258
2015,3,3,8,5,2,4,1,-1,87,76,59,1023,1017,1015,31,13,8,35,21,,1.02,3,Rain,235
2015,3,4,7,4,2,1,0,-1,87,72,52,1035,1027,1021,31,17,10,27,18,39,0.00,4,,274
2015,3,5,9,5,1,3,1,-1,93,75,43,1040,1038,1035,31,15,10,16,10,,0.00,2,,275
2015,3,6,9,5,1,4,2,-1,93,78,54,1038,1036,1033,19,12,3,19,11,,0.00,5,,214
2015,3,7,14,8,2,2,0,-3,87,57,22,1034,1029,1026,31,24,19,26,14,,0.00,,,200
2015,3,8,17,11,4,6,2,-2,87,55,22,1027,1024,1022,31,24,6,19,16,,0.00,4,,225
2015,3,9,12,9,7,7,6,5,93,83,63,1029,1027,1025,24,8,3,16,8,,0.00,6,Rain,199
2015,3,10,12,8,3,8,5,1,93,77,42,1032,1028,1025,27,10,2,19,11,,0.00,5,Rain,310
2015,3,11,10,4,-1,2,-1,-5,100,71,23,1033,1031,1029,31,8,0,11,6,,0.00,5,Fog,102
2015,3,12,12,6,-2,1,-1,-5,87,60,21,1032,1029,1025,31,23,10,18,8,,0.00,1,,107
2015,3,13,10,4,-1,1,-1,-3,93,67,36,1026,1024,1022,26,16,9,19,8,,0.00,1,,81
2015,3,14,7,3,-1,2,0,-2,93,76,53,1028,1027,1024,19,10,3,21,11,,0.25,6,Rain,53
2015,3,15,6,4,3,3,2,2,93,84,67,1028,1026,1024,13,7,3,14,10,,0.25,6,Rain,64
2015,3,16,10,5,0,4,2,0,100,79,51,1025,1023,1022,13,7,2,10,6,,0.00,3,Fog,84
2015,3,17,17,8,-1,7,3,-1,100,68,26,1025,1024,1023,11,7,3,11,5,,0.00,,Fog,65
2015,3,18,8,6,3,6,4,3,100,89,62,1030,1028,1024,6,2,0,21,10,,0.00,7,Fog,318
2015,3,19,7,6,4,5,4,4,93,88,77,1030,1029,1028,8,4,1,13,8,,0.00,7,Rain,17
2015,3,20,7,6,4,5,4,2,97,85,67,1029,1025,1021,3,2,2,14,5,,0.00,7,,32
2015,3,21,8,6,3,4,3,2,93,81,60,1023,1020,1019,31,9,2,29,14,,0.00,6,Rain,315
2015,3,22,7,4,2,2,1,-1,81,72,51,1026,1024,1021,31,13,10,23,16,,0.00,6,,61
2015,3,23,11,4,-2,2,0,-3,93,72,40,1022,1016,1012,19,11,6,13,6,,0.00,2,,243
2015,3,24,11,5,-1,5,2,-2,95,77,37,1013,1009,1007,18,7,2,11,5,,6.10,5,Rain,241
2015,3,25,6,4,3,5,4,1,100,88,78,1011,1008,1006,31,8,2,21,8,,2.03,6,Rain,316
2015,3,26,7,3,0,6,2,-1,94,87,65,1011,1008,1005,19,9,2,29,14,45,3.05,4,Fog-Rain,217
2015,3,27,11,6,2,3,1,-1,87,69,39,1024,1019,1011,31,15,10,27,19,,0.00,3,,266
2015,3,28,12,7,1,10,6,-1,94,84,66,1024,1016,1009,31,12,3,35,16,53,0.76,6,Rain,204
2015,3,29,11,10,8,10,7,5,94,82,65,1009,1002,995,31,11,3,55,34,80,9.91,6,Rain,244
2015,3,30,9,7,6,6,2,-2,87,65,36,1013,1006,998,31,13,8,40,27,60,0.25,3,Rain,273
2015,3,31,12,9,6,9,4,-2,94,65,28,1014,1004,996,31,13,3,55,43,84,0.00,5,Rain,272
2015,4,1,9,7,5,2,-1,-2,71,56,32,1022,1019,1014,31,15,10,40,32,66,0.00,4,Rain,283
2015,4,2,8,6,2,6,1,-3,100,69,35,1025,1019,1011,31,11,4,34,23,55,0.76,5,Rain,304
2015,4,3,8,4,0,4,1,-2,93,76,53,1025,1020,1016,27,16,10,18,8,,0.00,6,Rain,169
2015,4,4,8,6,3,5,2,0,95,81,49,1024,1019,1015,31,12,5,24,10,,1.02,5,Rain,39
2015,4,5,11,5,-1,1,-1,-4,93,68,31,1029,1026,1023,31,14,10,13,6,,0.00,2,,19
2015,4,6,10,4,-1,4,2,-2,93,74,55,1035,1030,1028,19,12,9,10,5,,0.00,6,,270
2015,4,7,13,6,-1,3,1,-1,93,68,33,1038,1036,1034,26,13,2,13,5,,0.00,1,Fog,259
2015,4,8,14,8,1,7,4,1,100,76,48,1035,1033,1031,27,9,2,14,5,,0.00,5,,60
2015,4,9,18,10,2,7,4,2,93,65,24,1031,1027,1024,11,6,2,10,5,,0.00,,Fog,20
2015,4,10,22,12,3,9,5,1,93,61,16,1025,1020,1016,31,8,3,13,3,,0.00,,,163
2015,4,11,13,9,5,10,6,3,94,71,48,1028,1020,1015,31,13,4,32,18,50,3.05,5,Rain,226
2015,4,12,16,10,4,7,4,0,93,65,31,1030,1028,1025,31,20,10,32,14,,0.00,2,,223
2015,4,13,13,10,7,5,3,1,87,63,39,1034,1031,1026,31,14,10,29,13,,0.00,4,Rain,301
2015,4,14,21,13,4,10,7,3,93,65,28,1031,1027,1022,26,15,10,29,11,45,0.00,2,,220
2015,4,15,24,16,8,11,7,3,87,54,21,1023,1018,1014,31,31,31,21,13,,0.00,,,245
2015,4,16,18,11,5,9,6,1,93,66,39,1017,1015,1013,31,13,5,19,10,,0.00,1,Rain,51
2015,4,17,14,10,6,4,2,-1,81,55,37,1023,1018,1014,10,10,10,26,14,,0.00,2,Rain,48
2015,4,18,14,8,1,4,1,-1,93,62,25,1028,1026,1024,31,19,10,26,13,,0.00,1,,56
2015,4,19,14,7,1,5,3,0,100,69,36,1026,1023,1021,31,18,9,16,8,,0.00,1,,30
2015,4,20,18,10,3,5,3,1,93,58,25,1029,1027,1022,31,20,14,18,6,,0.00,,,40
2015,4,21,19,12,4,7,5,3,93,64,26,1033,1031,1029,31,25,19,21,6,,0.00,,,10
2015,4,22,14,9,3,6,4,3,100,76,44,1033,1029,1024,31,14,3,21,11,,0.00,4,,32
2015,4,23,17,9,2,7,4,2,100,75,31,1025,1020,1016,27,7,0,11,5,,0.00,6,Fog,20
2015,4,24,22,13,3,11,6,3,93,61,25,1017,1013,1009,19,9,6,21,8,,0.00,1,Fog,227
2015,4,25,16,12,9,12,9,6,94,77,52,1011,1008,1007,31,12,6,21,13,,0.51,5,Rain,219
2015,4,26,15,12,10,12,11,9,100,87,64,1008,1007,1005,26,11,3,16,10,,4.06,5,Rain,261
2015,4,27,12,9,5,9,4,-1,100,69,34,1012,1008,1005,31,16,3,29,16,,0.00,5,Rain,6
2015,4,28,13,7,1,2,-2,-5,93,54,19,1021,1016,1012,31,19,10,29,13,47,0.00,2,Rain,264
2015,4,29,14,8,2,5,1,-1,81,57,34,1022,1017,1013,11,10,10,27,14,42,0.51,2,Rain,205
2015,4,30,13,9,6,7,4,1,93,72,38,1015,1013,1010,31,12,9,21,14,,2.03,3,Rain-Thunderstorm,225
2015,5,1,14,8,2,5,3,0,100,68,29,1012,1009,1007,31,14,10,14,6,,0.00,1,Fog,47
2015,5,2,15,10,4,5,4,2,87,61,33,1013,1011,1007,31,16,10,14,8,,0.00,3,,95
2015,5,3,17,14,11,15,11,-15,94,82,5,1008,1003,1000,31,13,3,26,11,,4.06,5,Rain,174
2015,5,4,20,16,11,14,11,9,95,76,41,1009,1006,998,31,11,4,19,11,,10.92,4,Rain,188
2015,5,5,21,17,13,16,11,3,94,71,35,1008,1000,994,31,10,2,45,21,69,3.05,3,Rain,205
2015,5,6,16,12,9,10,6,2,77,59,40,1014,1010,1009,31,15,8,40,24,66,3.05,3,Rain-Hail-Thunderstorm,223
2015,5,7,16,12,8,7,6,4,87,67,36,1020,1017,1014,31,14,10,27,19,,0.00,3,Rain,230
2015,5,8,19,14,8,10,7,4,87,62,29,1019,1015,1013,10,10,10,14,5,,0.25,1,Rain,156
2015,5,9,17,14,12,12,9,5,88,65,39,1023,1017,1014,31,11,6,37,23,58,0.00,3,Rain,243
2015,5,10,19,13,7,11,9,7,94,70,37,1028,1025,1023,31,13,7,21,11,,0.00,3,,205
2015,5,11,25,18,11,13,10,8,88,61,26,1025,1021,1019,31,31,31,21,10,,0.00,,,193
2015,5,12,19,14,10,12,8,4,88,59,28,1023,1019,1016,31,14,10,26,10,42,0.00,4,,296
2015,5,13,19,12,6,8,6,2,93,61,22,1024,1020,1015,31,22,10,19,10,,0.00,1,,289
2015,5,14,16,10,4,11,6,3,94,75,41,1017,1013,1010,31,14,6,14,8,32,3.05,5,Rain,66
2015,5,15,16,11,7,9,6,3,94,71,41,1023,1017,1011,26,14,8,23,13,,0.00,4,Rain,342
2015,5,16,16,11,5,13,8,3,100,82,60,1027,1024,1022,31,12,2,24,13,,0.51,5,Rain,251
2015,5,17,18,12,6,10,6,4,93,68,31,1027,1025,1021,26,14,9,19,6,,0.00,3,,242
2015,5,18,18,12,6,10,7,4,93,73,43,1021,1011,1005,31,15,8,32,13,42,0.51,3,Rain,218
2015,5,19,14,10,7,7,6,4,87,72,48,1010,1007,1005,31,13,5,37,23,63,0.76,3,Rain,227
2015,5,20,15,10,6,6,4,1,93,65,33,1022,1015,1010,31,13,10,26,14,,0.00,2,Rain,270
2015,5,21,18,12,6,8,5,2,93,61,28,1028,1025,1022,31,17,10,23,11,,0.00,2,,275
2015,5,22,19,13,7,9,7,6,87,63,34,1028,1026,1023,31,20,10,18,6,,0.00,2,,257
2015,5,23,18,14,10,12,10,-18,88,75,11,1024,1022,1021,26,13,5,19,6,,0.00,4,,332
2015,5,24,20,13,6,9,6,1,93,62,19,1023,1020,1018,31,16,10,13,5,,0.76,2,,326
2015,5,25,17,13,10,12,8,3,94,69,40,1019,1017,1016,31,10,3,29,11,,0.00,5,Rain,300
2015,5,26,18,12,6,7,4,2,100,59,27,1025,1022,1019,26,13,10,21,10,35,0.00,2,,327
2015,5,27,20,12,5,8,5,3,87,54,25,1026,1023,1018,10,10,10,23,6,,0.00,1,,234
2015,5,28,18,15,12,11,7,4,77,58,39,1019,1015,1014,31,16,10,34,16,45,0.00,5,Rain,240
2015,5,29,16,12,8,8,6,0,93,66,43,1015,1011,1008,31,16,3,32,18,,2.03,5,Rain,233
2015,5,30,16,11,7,8,5,3,93,66,34,1017,1014,1009,31,12,10,26,16,37,0.00,2,Rain,250
2015,5,31,17,12,7,14,9,4,94,77,53,1016,1011,1008,31,12,3,32,18,47,1.02,6,Rain,204
2015,6,1,16,12,8,11,6,3,94,64,35,1018,1015,1012,31,16,10,21,13,,0.00,3,Rain,232
2015,6,2,19,14,10,13,9,5,82,69,53,1014,1012,1010,31,17,10,37,24,58,0.00,6,Rain,213
2015,6,3,19,14,11,13,8,4,100,59,39,1027,1022,1014,31,14,3,32,19,,0.00,3,Rain,265
2015,6,4,23,15,7,11,9,6,94,60,28,1028,1026,1021,31,22,10,13,5,,0.00,1,,99
2015,6,5,32,22,11,19,13,9,94,63,21,1022,1017,1014,31,17,7,34,10,61,4.06,3,Rain-Thunderstorm,177
2015,6,6,19,16,11,17,8,1,94,59,25,1029,1024,1018,26,11,6,21,13,27,0.00,2,Rain,276
2015,6,7,20,13,6,9,6,-27,93,59,5,1031,1030,1028,31,18,10,21,8,,0.00,2,,332
2015,6,8,18,11,5,7,6,3,93,64,34,1032,1030,1028,31,17,10,26,14,,0.00,1,,26
2015,6,9,16,11,6,6,4,3,87,62,35,1031,1029,1027,31,13,10,26,18,,0.00,3,,37
2015,6,10,22,13,6,9,7,5,100,63,25,1029,1026,1023,31,20,10,21,11,35,0.00,1,,48
2015,6,11,24,17,9,12,9,6,82,55,29,1024,1019,1013,31,29,10,18,10,,0.00,1,,68
2015,6,12,29,21,13,17,13,10,82,59,32,1014,1010,1007,31,20,10,24,10,,0.00,1,,129
2015,6,13,22,18,14,15,11,7,88,60,28,1013,1011,1008,31,17,10,29,18,42,0.51,3,Rain,244
2015,6,14,23,16,9,13,10,7,94,64,32,1014,1012,1011,31,17,7,19,10,,0.00,1,,289
2015,6,15,19,15,11,12,8,4,94,66,30,1023,1019,1014,31,10,5,19,11,,0.00,6,Rain,26
2015,6,16,18,12,7,7,5,3,87,57,31,1026,1025,1023,10,10,10,18,11,,0.00,1,,38
2015,6,17,23,14,6,13,8,5,93,60,31,1027,1024,1019,31,12,10,23,8,,0.51,3,,218
2015,6,18,18,14,11,15,10,5,100,71,39,1021,1019,1017,31,14,5,26,18,42,0.00,5,Rain,302
2015,6,19,16,13,10,10,8,6,82,67,48,1022,1020,1019,31,15,10,23,10,,0.25,5,Rain,303
2015,6,20,17,13,9,12,9,6,100,73,42,1023,1021,1019,31,13,5,11,5,,0.25,3,Rain,346
2015,6,21,22,17,12,14,11,8,94,72,36,1020,1016,1015,31,12,6,32,13,,0.00,5,Rain,243
2015,6,22,14,12,10,12,10,7,100,85,65,1015,1010,1007,31,12,3,23,14,,21.08,6,Rain,251
2015,6,23,16,13,9,11,9,7,94,75,52,1021,1014,1009,31,13,10,26,14,,0.00,4,Rain,299
2015,6,24,21,16,10,11,9,8,94,66,33,1023,1022,1021,31,14,10,14,8,,0.00,5,,235
2015,6,25,24,18,12,14,11,9,94,60,32,1023,1022,1021,31,25,10,18,8,,0.00,1,,246
2015,6,26,27,21,14,17,13,11,94,62,31,1022,1019,1015,31,29,10,19,8,,0.00,1,Rain,211
2015,6,27,23,19,15,15,12,9,94,63,37,1022,1019,1015,31,14,10,23,14,,0.00,4,Rain,300
2015,6,28,25,18,10,13,11,9,94,62,29,1023,1021,1019,31,27,10,18,5,,0.00,1,Rain,199
2015,6,29,24,20,15,15,12,10,83,62,32,1024,1022,1019,31,12,10,18,10,27,0.00,3,,298
2015,6,30,28,20,11,15,12,8,100,57,19,1024,1021,1018,31,29,26,13,5,32,0.00,,,108
2015,7,1,34,25,16,17,13,10,72,45,21,1018,1016,1014,31,31,31,16,8,,0.00,,,127
2015,7,2,31,26,21,20,17,14,78,56,42,1022,1018,1015,27,18,9,24,11,,0.00,,,303
2015,7,3,31,24,17,20,17,14,94,61,35,1025,1023,1020,27,20,10,14,8,,0.00,1,,40
2015,7,4,33,27,21,20,18,16,78,56,29,1021,1019,1016,26,21,10,23,13,,0.00,1,,250
2015,7,5,27,21,16,16,14,12,88,65,39,1022,1018,1015,31,18,10,39,8,58,0.51,3,Rain-Thunderstorm,314
2015,7,6,26,19,12,13,11,9,88,55,29,1023,1021,1017,10,10,10,19,13,,0.00,2,,227
2015,7,7,26,21,16,14,12,11,77,55,31,1017,1011,1008,31,14,10,34,13,53,0.00,1,Rain,214
2015,7,8,19,16,13,13,11,8,82,69,52,1015,1012,1010,31,14,9,35,26,53,0.51,4,Rain,244
2015,7,9,19,14,11,15,9,4,100,65,31,1026,1021,1015,31,16,10,26,16,,0.00,3,Rain,313
2015,7,10,24,16,7,7,6,4,87,50,18,1026,1022,1017,31,31,31,13,6,,0.00,,,134
2015,7,11,29,21,13,12,9,7,67,43,19,1019,1016,1014,10,10,10,29,10,42,0.00,1,,258
2015,7,12,19,17,13,13,11,8,82,68,44,1020,1019,1018,31,13,6,26,18,,0.00,5,Rain,241
2015,7,13,18,17,14,18,14,12,100,84,66,1019,1017,1016,26,11,3,29,16,,1.02,6,Rain,239
2015,7,14,22,19,16,16,14,13,94,79,53,1021,1017,1016,31,12,2,26,19,,0.00,6,Rain,255
2015,7,15,22,18,13,18,16,12,94,82,68,1021,1019,1018,31,13,3,21,10,,0.00,5,Rain,231
2015,7,16,28,22,16,18,16,13,94,71,37,1020,1017,1012,31,12,5,13,6,,0.00,5,Rain,60
2015,7,17,29,24,20,17,16,15,83,58,36,1016,1013,1009,31,19,10,29,16,47,0.25,2,Rain,242
2015,7,18,24,19,14,17,12,8,88,61,26,1020,1017,1015,31,11,10,24,14,37,0.00,3,Rain,258
2015,7,19,22,18,14,16,14,12,95,78,47,1015,1012,1010,19,11,4,26,10,,0.51,5,Rain,236
2015,7,20,24,19,13,20,17,12,94,82,67,1014,1013,1012,19,9,3,23,11,,0.51,5,Rain,211
2015,7,21,25,22,19,19,16,11,94,69,47,1015,1014,1012,31,13,10,24,14,,0.00,4,,247
2015,7,22,24,20,17,14,11,9,68,51,30,1017,1016,1015,10,10,10,24,14,,0.00,4,,261
2015,7,23,23,18,13,13,11,8,88,60,31,1019,1017,1016,31,15,9,21,11,,0.00,2,,259
2015,7,24,26,19,13,15,11,9,82,58,28,1017,1011,1003,31,21,10,13,5,,0.00,2,Rain,78
2015,7,25,16,13,10,16,12,9,100,79,55,1018,1007,999,31,12,3,39,18,58,5.08,5,Rain,249
2015,7,26,20,14,9,13,10,7,94,77,35,1018,1011,1002,31,15,3,23,13,,3.05,4,Rain,194
2015,7,27,21,17,13,15,12,8,94,76,47,1006,1002,1000,31,15,5,37,24,55,0.25,5,Rain,235
2015,7,28,18,16,13,12,9,6,88,64,36,1009,1007,1005,31,16,6,37,26,50,1.02,3,Rain,240
2015,7,29,20,16,11,9,7,4,82,59,29,1014,1010,1008,31,19,10,35,23,55,0.00,2,Rain,259
2015,7,30,18,14,11,12,9,7,94,76,55,1021,1016,1014,31,14,5,26,10,,3.05,3,Rain,276
2015,7,31,21,13,6,9,7,5,100,64,27,1022,1019,1016,31,12,6,14,5,29,0.00,2,Fog,77
2015,8,1,24,16,7,9,7,5,87,55,24,1019,1016,1015,31,31,31,14,5,,0.00,,,7
2015,8,2,27,18,9,11,8,6,94,53,17,1021,1019,1016,31,22,14,11,3,,0.00,,,132
2015,8,3,33,24,16,17,11,8,88,43,13,1016,1013,1012,31,31,31,24,13,,0.00,,,187
2015,8,4,22,19,15,17,13,6,100,71,26,1019,1014,1009,31,14,5,26,11,,0.76,4,Rain-Thunderstorm,283
2015,8,5,28,19,11,13,10,7,77,51,23,1019,1016,1012,31,31,31,18,10,,0.00,,,160
2015,8,6,29,22,15,16,13,11,88,56,23,1017,1014,1012,31,31,31,23,10,,0.00,,,233
2015,8,7,28,21,13,17,14,12,94,68,35,1019,1017,1016,31,17,10,21,6,,0.25,3,Rain,351
2015,8,8,26,21,16,16,14,12,94,67,37,1024,1022,1019,31,11,3,16,8,,0.00,3,,355
2015,8,9,23,17,11,15,13,11,96,71,39,1024,1021,1019,26,13,10,10,3,,0.00,2,Fog-Rain,10
2015,8,10,27,20,14,16,13,10,94,65,28,1021,1018,1017,31,25,18,16,6,,0.00,,,288
2015,8,11,26,20,14,17,16,14,94,74,43,1021,1019,1017,31,12,3,19,6,,0.00,3,,334
2015,8,12,28,22,17,17,16,14,94,68,37,1023,1021,1020,31,12,5,21,8,32,0.00,3,,40
2015,8,13,32,24,17,19,17,16,100,75,32,1021,1014,1009,26,8,2,34,11,61,0.25,5,Fog-Rain-Thunderstorm,69
2015,8,14,24,21,18,19,17,15,94,77,53,1010,1008,1006,31,13,8,21,10,,16.00,3,Rain-Thunderstorm,178
2015,8,15,19,17,15,17,14,13,88,84,73,1015,1009,1006,31,12,5,21,11,,7.11,5,Rain,283
2015,8,16,21,17,12,14,11,8,88,68,39,1017,1016,1015,31,10,6,21,10,34,0.00,2,,343
2015,8,17,16,14,12,13,11,8,100,79,55,1017,1015,1014,31,14,5,21,6,,0.25,6,Rain,303
2015,8,18,18,15,12,13,11,8,100,75,51,1018,1015,1013,31,12,5,23,14,40,0.51,4,Rain,242
2015,8,19,23,18,13,11,10,8,88,60,31,1021,1020,1018,31,25,10,14,11,,0.00,2,,189
2015,8,20,24,19,14,15,12,9,88,61,34,1024,1022,1021,31,14,10,19,10,,0.00,1,Rain,189
2015,8,21,27,20,13,15,14,12,94,65,31,1024,1023,1021,31,19,9,11,6,,0.00,1,,159
2015,8,22,28,22,17,14,12,9,77,50,22,1021,1017,1012,31,31,31,14,10,,0.00,,,122
2015,8,23,27,21,14,17,12,9,94,63,27,1013,1006,1003,31,19,9,26,13,48,3.05,4,Rain,138
