EST,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees
2011-3-4,5,1,-3,1,-8,-18,76,53,29,1040,1038,1034,16,16,16,24,13,35,0.00,3, ,139
2011-3-5,16,11,5,8,5,1,89,71,53,1035,1029,1022,16,16,11,29,14,47,0.25,7, ,159
2011-3-6,12,11,10,11,10,8,96,90,83,1021,1011,1001,16,7,1,29,14,53,51.31,8,Niebla-Lluvia,161
2011-3-7,12,7,1,11,0,-8,96,67,37,1027,1008,997,16,12,1,29,18,50,2.03,5,Lluvia,277
2011-3-8,9,4,-2,-4,-9,-12,54,39,23,1035,1033,1028,16,16,16,21,7,26,0.00,0, ,6
2011-3-9,7,4,1,0,-2,-4,82,68,53,1037,1035,1031,16,16,11,32,17,42,T,4,Lluvia,81
2011-3-10,12,8,3,11,7,0,96,88,79,1030,1018,1008,16,8,2,37,17,66,27.18,8,Lluvia,101
2011-3-11,13,9,4,11,7,-3,100,73,46,1010,1008,1006,16,9,2,37,14,63,23.11,7,Lluvia,175
2011-3-12,13,8,3,1,-2,-6,76,53,30,1012,1010,1008,16,16,16,27,13,37,0.00,3, ,240
2011-3-13,12,8,5,2,-3,-4,61,50,39,1023,1016,1009,16,16,16,34,15,53,0.00,4, ,274
2011-3-14,7,5,3,-2,-3,-5,64,53,41,1030,1026,1023,16,16,16,19,8,27,0.00,5, ,321
2011-3-15,8,5,1,0,-2,-5,76,65,53,1033,1031,1028,16,16,14,23,8,29,0.00,4, ,112
2011-3-16,14,9,3,6,3,-2,96,78,59,1028,1020,1015,16,11,3,27,5,37,14.22,8,Lluvia,76
2011-3-17,18,13,7,4,1,-2,71,49,27,1023,1020,1016,16,16,16,23,9,39,0.00,1, ,223
2011-3-18,25,18,11,7,3,-3,63,44,25,1016,1011,1008,16,16,16,35,13,53,0.00,1, ,241
2011-3-19,15,9,3,1,-4,-7,50,40,29,1032,1024,1014,16,16,16,29,14,39,0.00,2, ,301
2011-3-20,11,6,1,-1,-7,-11,70,47,23,1038,1035,1033,16,16,16,23,10,34,0.00,0, ,79
2011-3-21,7,5,2,6,2,-2,93,79,64,1032,1021,1012,16,7,3,16,8,35,11.18,7,Lluvia,171
2011-3-22,10,7,4,4,0,-3,100,71,42,1016,1013,1011,16,13,1,26,14,40,T,6,Niebla,301
2011-3-23,4,2,0,1,0,-3,100,77,53,1015,1010,1002,16,6,1,27,11,37,22.10,8,Lluvia-Nieve,58
2011-3-24,7,3,-1,0,-4,-12,96,63,30,1013,1005,1001,16,11,1,24,10,34,2.29,6,Nieve,357
2011-3-25,6,2,-2,-9,-11,-14,58,42,25,1016,1014,1012,16,16,16,26,11,35,0.00,0, ,286
2011-3-26,4,1,-3,-11,-13,-15,55,40,25,1017,1016,1014,16,16,16,26,14,45,0.00,0, ,286
2011-3-27,7,3,-2,-11,-13,-16,50,36,22,1016,1014,1011,16,16,16,27,14,45,0.00,0, ,290
2011-3-28,7,2,-3,-11,-13,-16,42,33,24,1017,1015,1012,16,16,16,27,15,47,0.00,0, ,284
2011-3-29,9,4,-1,-6,-9,-13,48,37,26,1021,1019,1017,16,16,16,26,13,39,0.00,0, ,289
2011-3-30,12,7,2,-1,-4,-6,62,46,30,1023,1019,1015,16,16,16,24,7,32,0.25,2, ,195
2011-3-31,6,4,3,2,1,-1,92,77,62,1014,1010,1003,16,14,8,34,17,45,3.30,8,Lluvia,63
2011-4-1,7,4,2,2,1,-1,92,75,58,1003,996,993,16,13,6,27,12,37,4.57,8,Lluvia,291
2011-4-2,13,8,3,-1,-4,-8,64,44,24,1006,1000,998,16,16,16,29,16,40,0.00,2, ,272
2011-4-3,14,10,6,-4,-6,-8,49,35,21,1016,1012,1007,16,16,16,27,17,47,T,1, ,284
2011-4-4,17,12,6,8,5,1,83,68,52,1017,1007,997,16,15,10,27,11,39,1.52,5,Lluvia,131
2011-4-5,19,12,5,14,6,-7,86,63,39,1008,996,989,16,13,3,34,17,53,4.06,5,Lluvia,254
2011-4-6,13,8,3,4,-2,-8,82,53,24,1017,1014,1009,16,14,8,29,11,39,2.29,4,Lluvia,264
2011-4-7,11,8,6,3,2,1,82,71,60,1022,1019,1016,16,16,13,26,10,35,0.51,7,Lluvia,59
2011-4-8,9,8,6,3,1,-2,82,64,46,1025,1022,1021,16,15,10,21,7,26,0.00,3, ,154
2011-4-9,14,9,4,3,-1,-6,86,56,25,1024,1021,1019,16,13,5,19,8,26,0.00,1, ,78
2011-4-10,13,11,8,7,2,-4,86,63,39,1022,1019,1015,16,16,16,21,7,26,0.00,7, ,146
2011-4-11,27,19,10,16,12,7,93,69,45,1015,1007,1000,16,12,3,23,11,35,T,5, ,210
2011-4-12,22,15,7,17,8,4,89,69,49,1019,1012,1002,16,12,3,42,17,53,27.69,6,Lluvia,34
2011-4-13,10,8,6,9,7,3,100,93,86,1017,1013,1010,16,6,2,52,19,64,9.65,8,Lluvia,53
2011-4-14,21,15,9,8,4,0,86,56,26,1022,1015,1011,16,16,16,26,9,45,0.00,3, ,302
2011-4-15,13,9,5,3,-1,-4,70,53,35,1031,1029,1023,16,16,16,35,15,45,0.00,4, ,71
2011-4-16,13,9,5,11,7,1,100,85,70,1030,1015,1000,16,9,1,39,20,63,36.83,7,Lluvia,111
2011-4-17,16,13,10,12,6,-3,93,61,28,1007,1002,998,16,13,1,35,15,56,8.38,5,Lluvia,223
2011-4-18,17,13,8,5,1,-3,68,48,27,1017,1014,1007,16,16,16,23,11,37,0.00,2, ,248
2011-4-19,12,10,8,8,6,3,86,74,61,1020,1017,1014,16,15,10,26,10,35,0.76,4,Lluvia,47
2011-4-20,18,13,7,11,7,4,93,75,56,1019,1013,1008,16,9,2,27,9,39,0.00,6, ,62
2011-4-21,17,12,6,5,-2,-6,59,42,24,1029,1020,1011,16,16,16,32,17,52,0.00,1, ,290
2011-4-22,11,8,4,1,-3,-5,65,51,36,1032,1031,1029,16,16,16,21,11,27,0.00,2, ,106
2011-4-23,16,11,6,13,9,1,93,79,65,1028,1020,1014,16,6,2,23,9,34,19.05,7,Lluvia,146
2011-4-24,27,19,12,18,16,12,100,74,48,1017,1015,1013,16,8,1,21,5,26,12.70,5,Lluvia,236
2011-4-25,24,19,13,17,14,12,100,79,57,1019,1017,1015,14,6,1,19,9,26,0.00,7, ,64
2011-4-26,28,21,12,18,14,12,100,76,51,1016,1014,1012,16,10,1,26,10,42,0.00,3,Niebla,126
2011-4-27,24,20,16,18,16,14,97,81,64,1017,1014,1011,16,15,13,24,11,34,T,4, ,152
2011-4-28,22,19,16,18,16,12,100,80,59,1012,1007,1003,16,12,1,24,11,40,7.87,6,Lluvia,162
2011-4-29,21,17,12,7,5,3,62,49,35,1012,1008,1005,16,16,16,26,10,37,0.00,4, ,262
2011-4-30,19,15,10,5,3,1,64,48,31,1023,1018,1013,16,16,16,24,8,35,0.00,4, ,17
2011-5-1,21,16,10,6,4,2,74,53,32,1026,1025,1024,16,16,16,21,9,29,0.00,0, ,133
2011-5-2,17,14,10,10,7,4,83,72,60,1026,1023,1020,16,16,16,16,8,26,0.00,5, ,131
2011-5-3,24,18,13,15,12,10,86,72,57,1021,1017,1014,16,15,13,23,11,32,0.00,3, ,89
2011-5-4,18,13,8,14,9,3,93,80,66,1017,1015,1013,16,11,2,23,10,37,12.70,8,Lluvia,288
2011-5-5,18,13,8,4,-1,-6,76,48,20,1016,1014,1012,16,16,16,29,14,45,0.00,2, ,284
2011-5-6,22,16,10,8,2,-3,60,44,27,1015,1013,1010,16,16,16,23,9,34,0.00,1, ,190
2011-5-7,22,18,13,8,6,2,72,50,28,1011,1010,1008,16,16,16,27,9,47,0.00,1, ,243
2011-5-8,23,17,11,9,6,3,71,50,29,1014,1012,1011,16,16,16,21,8,27,0.00,3, ,324
2011-5-9,22,17,12,9,4,1,72,50,28,1016,1014,1012,16,16,16,29,11,40,0.00,2, ,20
2011-5-10,24,18,12,8,4,2,77,53,29,1017,1015,1014,16,16,16,27,9,37,0.00,0, ,20
2011-5-11,22,17,11,10,8,7,83,64,44,1019,1018,1017,16,16,16,26,9,35,0.00,3, ,17
2011-5-12,23,17,11,11,8,6,83,61,38,1019,1017,1015,16,16,16,23,8,32,0.00,2, ,128
2011-5-13,19,16,11,11,9,8,83,70,56,1017,1014,1011,16,16,14,16,5,23,0.00,6, ,195
2011-5-14,18,16,14,13,12,10,87,77,67,1012,1010,1008,16,16,16,16,9,24,0.00,8, ,150
2011-5-15,21,18,14,18,16,13,100,92,84,1007,1004,1001,16,5,1,16,7,23,22.61,7,Niebla-Lluvia,83
2011-5-16,17,14,12,16,14,12,100,97,93,1011,1005,1002,10,4,1,21,14,34,4.32,8,Lluvia,68
2011-5-17,16,13,11,14,13,12,100,94,87,1015,1013,1012,16,10,2,27,19,40,17.02,8,Lluvia,57
2011-5-18,19,16,12,16,14,12,100,94,87,1017,1015,1013,16,5,0,34,10,45,55.37,8,Niebla-Lluvia,57
2011-5-19,24,20,16,18,16,14,100,84,68,1017,1016,1014,16,7,1,16,7, ,T,6,Niebla-Lluvia,79
2011-5-20,18,16,14,16,14,13,100,87,73,1015,1014,1013,14,6,2,10,2, ,6.10,5,Lluvia,189
2011-5-21,26,19,13,17,14,12,100,77,54,1017,1014,1013,16,6,2,21,5,29,1.78,2,Lluvia,313
2011-5-22,14,13,12,14,12,11,100,93,86,1023,1020,1017,16,8,1,16,9,24,0.00,7, ,111
2011-5-23,19,16,13,17,15,11,100,93,86,1021,1015,1009,16,9,1,16,10,26,2.54,8,Niebla-Lluvia,150
2011-5-24,27,23,19,21,18,15,100,76,51,1009,1008,1000,16,9,1,21,9,29,0.00,5,Niebla,253
2011-5-25,29,24,18,16,14,12,76,58,40,1014,1012,1010,16,16,14,16,6,27,0.00,0, ,277
2011-5-26,26,22,18,20,18,15,90,79,67,1014,1013,1011,16,9,6,16,8,29,0.00,2, ,136
2011-5-27,28,23,18,21,18,17,93,76,58,1016,1014,1012,16,7,3,14,7, ,0.00,0, ,130
2011-5-28,29,24,19,20,18,17,90,72,54,1019,1017,1015,16,14,11,21,8,35,0.00,0, ,150
2011-5-29,28,24,19,21,19,18,90,77,63,1021,1019,1017,16,14,10,16,8,29,0.00,2, ,170
2011-5-30,30,26,21,21,20,19,93,72,51,1020,1019,1016,16,12,1,16,8, ,7.37,2,Lluvia,259
2011-5-31,32,26,21,20,18,14,90,63,36,1023,1021,1020,16,14,10,16,8, ,0.00,0, ,71
2011-6-1,32,27,21,23,20,11,90,62,34,1022,1016,1010,16,9,8,21,9,34,0.00,1, ,239
2011-6-2,27,22,17,9,6,4,43,35,26,1017,1013,1011,16,16,16,27,14,53,0.00,0, ,284
2011-6-3,24,19,14,5,3,1,55,38,21,1019,1017,1015,16,16,16,29,11,42,0.00,0, ,303
2011-6-4,24,19,15,12,7,3,72,52,31,1020,1018,1015,16,16,16,23,8,32,T,1, ,288
2011-6-5,21,17,13,13,11,10,84,69,53,1019,1017,1016,16,16,16,21,7,24,0.00,4, ,83
2011-6-6,27,22,16,14,14,12,90,65,39,1017,1016,1014,16,16,16,19,6,26,0.00,3, ,76
2011-6-7,31,25,19,17,16,13,81,58,35,1015,1013,1010,16,14,10,23,9,35,0.00,0, ,245
2011-6-8,34,29,23,21,19,17,73,57,41,1014,1012,1010,16,14,10,11,6, ,0.00,0, ,258
2011-6-9,35,28,21,23,21,17,97,71,44,1013,1011,1007,13,9,5,14,6,29,1.78,1,Lluvia,298
2011-6-10,31,26,21,21,19,17,100,75,50,1016,1014,1012,16,12,6,19,7,26,0.00,2, ,103
2011-6-11,22,19,16,19,17,15,100,90,79,1017,1016,1014,16,6,1,26,16,39,13.97,8,Lluvia,62
2011-6-12,23,19,14,17,16,13,100,84,68,1013,1011,1010,16,14,6,24,9,34,1.27,7, ,56
2011-6-13,23,19,16,17,14,11,100,75,49,1014,1012,1011,16,9,3,21,7,29,1.27,6,Lluvia,42
2011-6-14,22,18,14,16,13,11,84,73,61,1013,1012,1010,16,14,4,24,8,29,1.27,6,Lluvia,40
2011-6-15,28,21,13,12,11,9,80,57,33,1013,1011,1010,16,16,16,19,8,27,0.00,1, ,299
2011-6-16,29,23,17,16,14,11,90,65,39,1014,1013,1012,16,15,11,14,7, ,0.00,2, ,222
2011-6-17,24,21,18,20,18,16,100,84,68,1014,1012,1010,16,5,0,13,4,32,46.23,6,Niebla-Lluvia,195
2011-6-18,28,23,18,18,17,16,100,76,51,1013,1011,1009,16,8,2,11,3, ,0.00,1, ,266
2011-6-19,28,24,21,17,14,9,78,55,31,1011,1010,1009,16,16,14,14,6,26,0.00,0, ,55
2011-6-20,27,23,19,16,14,13,73,59,45,1013,1012,1011,16,16,16,11,5, ,0.00,0, ,69
2011-6-21,28,24,21,21,18,16,78,68,58,1013,1012,1011,16,14,11,19,7,26,0.00,2, ,258
2011-6-22,27,24,22,22,21,17,100,84,68,1013,1011,1009,16,9,0,21,5,27,6.86,2,Niebla-Lluvia,204
2011-6-23,22,21,19,22,21,18,100,94,87,1010,1009,1007,16,6,1,26,10,37,6.60,7,Niebla-Lluvia,61
2011-6-24,21,20,18,19,18,18,100,95,90,1009,1007,1006,10,5,2,19,10, ,0.76,8,Lluvia,67
2011-6-25,27,22,18,19,18,14,100,77,54,1012,1009,1007,16,9,3,16,6,24,0.00,6, ,49
2011-6-26,26,23,19,16,15,14,78,65,52,1015,1013,1012,16,16,16,16,7,24,0.00,3, ,264
2011-6-27,28,23,19,18,17,16,87,72,56,1017,1016,1014,16,16,14,14,4,21,0.00,2, ,346
2011-6-28,28,26,22,22,19,17,93,78,62,1015,1012,1010,16,12,8,16,4,26,0.00,4, ,205
2011-6-29,28,24,21,23,18,13,100,71,42,1014,1011,1009,16,12,2,23,6,32,2.54,3,Lluvia,288
2011-6-30,28,23,18,14,13,11,73,56,39,1015,1014,1013,16,16,16,19,8,26,0.00,1, ,290
2011-7-1,28,23,17,16,12,9,66,53,39,1017,1016,1014,16,16,16,19,6,26,0.00,1, ,25
2011-7-2,30,25,20,18,16,14,81,61,40,1019,1016,1015,16,16,16,16,5,32,0.00,1, ,180
2011-7-3,23,22,21,22,21,17,100,84,68,1014,1012,1010,16,5,0,23,5,29,21.34,5,Niebla-Lluvia,238
2011-7-4,30,26,21,21,19,13,100,71,42,1012,1011,1009,16,9,2,21,4,29,0.00,3, ,250
2011-7-5,31,26,21,18,13,11,62,46,29,1014,1013,1011,16,16,16,19,6,26,0.00,0, ,277
2011-7-6,32,27,23,21,19,17,79,66,52,1014,1013,1011,16,13,10,14,7,29,T,0, ,220
2011-7-7,33,28,23,21,19,18,84,65,46,1013,1012,1011,16,14,10,16,6,27,0.00,1, ,146
2011-7-8,29,25,20,23,21,19,93,79,65,1013,1010,1007,16,8,2,21,5,27,10.16,4,Lluvia,48
2011-7-9,31,26,19,20,18,12,100,67,34,1016,1010,1007,16,10,3,21,7,27,0.00,2, ,330
2011-7-10,30,25,20,18,15,12,73,55,37,1019,1017,1016,16,16,16,16,3,21,0.00,0, ,90
2011-7-11,33,28,23,22,20,18,74,62,50,1016,1013,1007,16,13,11,23,8,32,0.00,0, ,217
2011-7-12,34,30,26,22,20,17,79,59,38,1007,1006,1005,16,15,11,24,11,37,0.00,0, ,255
2011-7-13,30,26,21,20,16,12,97,67,37,1011,1008,1006,16,14,1,26,9,40,2.79,1,Niebla-Lluvia,297
2011-7-14,29,23,18,16,13,11,73,54,34,1018,1015,1011,16,16,16,27,11,37,0.00,1, ,21
2011-7-15,31,25,19,16,14,12,76,56,36,1019,1018,1017,16,16,16,16,7,29,0.00,1, ,269
2011-7-16,32,27,21,17,15,12,73,54,34,1021,1020,1019,16,16,16,16,8,27,0.00,2, ,263
2011-7-17,33,28,22,19,17,14,73,56,38,1022,1020,1017,16,16,16,21,9,29,0.00,0, ,235
2011-7-18,35,29,24,24,21,18,100,68,36,1017,1013,1010,16,11,2,23,9,32,2.79,3,Lluvia,263
2011-7-19,34,29,24,23,21,13,94,63,32,1011,1010,1008,16,11,4,19,6,27,0.00,0, ,33
2011-7-20,32,28,24,22,21,19,87,70,53,1013,1012,1010,14,10,5,16,6,24,0.00,0, ,163
2011-7-21,36,30,24,25,24,22,94,72,49,1011,1009,1006,11,7,4,24,9,35,0.00,1, ,224
2011-7-22,40,34,29,24,22,18,74,55,35,1011,1010,1008,16,12,6,19,7,27,0.00,0, ,255
2011-7-23,38,33,28,23,21,18,74,55,35,1013,1012,1011,16,16,13,19,6,29,0.00,0, ,271
2011-7-24,33,29,26,24,22,21,79,64,49,1013,1012,1011,16,14,3,21,6,27,0.76,1,Lluvia,29
2011-7-25,27,23,20,22,19,16,100,77,54,1014,1012,1009,16,12,3,21,9,34,8.13,6,Lluvia,137
2011-7-26,32,27,21,21,19,16,93,66,38,1009,1007,1004,16,14,3,24,6,40,3.56,5,Lluvia,304
2011-7-27,29,24,20,20,16,14,90,67,43,1015,1012,1008,16,16,16,21,7,27,0.00,1, ,321
2011-7-28,31,26,22,20,18,15,84,65,45,1017,1016,1015,16,16,16,16,5,24,0.00,2, ,61
2011-7-29,29,26,22,25,23,18,100,82,64,1016,1013,1009,16,5,0,21,6,26,27.43,7,Niebla-Lluvia,225
2011-7-30,33,28,23,23,17,14,94,63,32,1016,1013,1010,16,15,6,21,9,29,0.00,0, ,299
2011-7-31,33,27,22,17,16,16,78,57,36,1017,1016,1016,16,16,16,16,5,26,T,0,Tormenta,350
2011-8-1,34,28,22,22,20,17,93,70,47,1015,1011,1008,16,16,13,27,5,37,0.51,1, ,258
2011-8-2,33,28,23,20,16,12,79,54,28,1009,1007,1005,16,15,11,21,6,29,0.00,1, ,270
2011-8-3,31,26,19,21,18,12,61,52,42,1009,1008,1006,16,9,1,19,5,26,19.30,5,Lluvia,51
2011-8-4,29,24,19,20,18,16,100,72,44,1016,1012,1008,16,14,6,24,7,27,0.00,5, ,65
2011-8-5,30,26,21,20,19,18,79,67,55,1019,1018,1016,16,16,14,21,7,29,0.00,0, ,191
2011-8-6,29,26,22,22,21,19,93,77,61,1018,1015,1011,16,14,4,21,9,32,4.83,5,Lluvia,177
2011-8-7,32,27,23,24,23,21,100,78,56,1012,1006,1001,14,10,4,21,6,32,4.06,6,Lluvia,219
2011-8-8,32,28,23,22,20,18,87,67,46,1004,1002,1000,16,14,8,27,7,37,0.00,1, ,330
2011-8-9,28,25,22,23,22,18,100,85,69,1004,1002,1000,16,8,0,16,7,27,53.09,4,Niebla-Lluvia,124
2011-8-10,30,26,21,22,18,15,93,68,43,1006,1003,1000,16,16,10,24,9,34,0.00,1, ,275
2011-8-11,28,24,21,16,12,10,73,54,35,1013,1010,1007,16,16,16,21,6,29,0.00,1, ,278
2011-8-12,29,23,18,13,12,11,67,52,37,1017,1016,1014,16,16,16,16,5,24,0.00,0, ,275
2011-8-13,29,25,21,19,16,12,79,62,44,1019,1017,1015,16,16,16,16,5,27,T,1, ,221
2011-8-14,22,21,19,21,21,19,100,97,93,1016,1012,1008,14,3,0,24,8,39,147.57,8,Niebla-Lluvia,102
2011-8-15,25,23,20,22,21,19,100,92,84,1009,1006,1004,16,13,0,16,7,21,14.22,6,Niebla-Lluvia,67
