
CET,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees<br />
2014-1-26,-5,-8,-11,-7,-12,-15,93,72,51,1017,1013,1009,14,10,5,16,10,,0.00,6,Nieve,37<br />
2014-1-27,-3,-5,-7,-5,-6,-8,93,87,77,1010,1005,1003,10,7,2,40,19,,0.51,6,Nieve,129<br />
2014-1-28,-1,-2,-4,-3,-4,-5,93,86,77,1007,1004,1003,9,6,3,16,8,,0.00,6,Nieve,5<br />
2014-1-29,-1,-2,-3,-3,-4,-6,93,87,70,1013,1007,1004,10,6,2,29,13,,0.76,6,Nieve,113<br />
2014-1-30,0,-2,-3,-2,-3,-5,94,86,73,1019,1016,1012,10,7,1,37,27,,0.00,6,Lluvia-Nieve,131<br />
2014-1-31,-2,-2,-2,-2,-4,-5,93,83,74,1022,1019,1017,14,10,7,40,27,,0.25,6,Lluvia,126<br />
2014-2-1,-2,-3,-4,-3,-5,-6,93,84,71,1021,1019,1017,18,10,8,48,34,,0.00,6,Lluvia,129<br />
2014-2-2,0,-1,-3,-1,-2,-3,94,91,84,1023,1018,1015,13,9,6,35,23,,0.51,7,Lluvia,125<br />
2014-2-3,1,-1,-2,-2,-3,-4,93,85,72,1024,1022,1020,18,11,10,29,18,,0.00,7,,142<br />
2014-2-4,-1,-2,-2,-2,-3,-4,100,87,75,1022,1019,1017,14,9,6,40,27,58,0.00,7,,131<br />
2014-2-5,1,-1,-2,-1,-2,-3,94,89,75,1018,1012,1007,10,8,3,48,40,66,0.00,6,,134<br />
2014-2-6,5,2,-1,2,0,-1,100,91,81,1015,1013,1008,9,4,2,27,11,,0.00,4,Lluvia,128<br />
2014-2-7,8,3,-1,4,1,-1,100,90,61,1011,1007,1002,27,7,0,39,27,52,0.00,5,Niebla,138<br />
2014-2-8,9,4,-1,5,3,0,100,85,62,1011,1005,998,26,9,6,34,14,,0.00,6,Lluvia,163<br />
2014-2-9,6,3,1,4,2,0,100,91,70,1005,1002,999,31,10,6,26,8,,6.10,6,Lluvia,331<br />
2014-2-10,8,3,-1,4,1,-3,87,74,55,1008,1004,1000,10,10,10,50,24,63,0.00,6,,162<br />
2014-2-11,9,6,3,6,3,1,93,77,51,1010,1006,1001,31,12,10,40,24,,0.25,6,Lluvia,251<br />
2014-2-12,7,3,0,4,1,-1,100,84,57,1012,1009,1006,31,9,2,24,10,,8.89,6,Lluvia-Nieve,316<br />
2014-2-13,8,1,-4,3,1,-5,100,82,59,1012,1006,999,26,13,6,35,11,,0.00,4,,156<br />
2014-2-14,9,4,-1,3,-2,-4,80,55,30,1016,1010,1002,19,10,10,37,26,48,0.00,5,,278<br />
2014-2-15,10,4,-2,3,1,-2,93,73,45,1014,1009,1006,,,,42,27,52,0.00,,,132<br />
2014-2-16,9,4,0,4,2,-1,93,79,57,1018,1014,1008,31,11,10,21,10,,0.51,6,Lluvia,297<br />
2014-2-17,8,4,1,5,3,1,100,85,68,1021,1018,1015,31,11,10,21,8,,0.25,6,Lluvia,198<br />
2014-2-18,6,2,-3,4,2,-2,100,93,80,1023,1020,1016,26,9,0,35,13,,0.00,5,Niebla,143<br />
2014-2-19,8,6,3,5,4,3,100,89,71,1017,1015,1013,14,8,4,21,8,,4.06,6,Lluvia,311<br />
2014-2-20,12,8,3,5,4,1,93,78,50,1019,1016,1014,31,13,10,23,11,,0.00,4,Lluvia,163<br />
2014-2-21,10,6,2,7,5,3,100,86,71,1014,1012,1010,26,10,4,27,18,,0.00,5,,131<br />
2014-2-22,8,7,5,5,3,0,87,72,53,1021,1016,1013,31,11,10,26,18,,0.51,6,Lluvia,313<br />
2014-2-23,11,8,4,1,-1,-3,76,59,31,1026,1023,1020,10,10,10,26,16,,0.00,4,Lluvia,332<br />
2014-2-24,11,4,-2,4,1,-4,93,74,48,1026,1022,1020,31,22,14,24,10,,0.00,,,140<br />
2014-2-25,11,7,2,5,3,2,94,80,53,1021,1018,1017,26,11,6,39,23,,0.00,1,,136<br />
2014-2-26,7,4,1,4,3,0,93,88,67,1020,1018,1017,10,6,3,26,16,,0.00,5,,154<br />
2014-2-27,9,3,-2,4,2,-2,100,84,59,1022,1018,1013,9,6,0,14,5,,0.00,5,Niebla,111<br />
2014-2-28,9,4,-1,4,3,0,100,85,58,1013,1009,1005,14,5,0,19,11,,0.00,5,Niebla,122<br />
2014-3-1,13,7,1,4,3,1,100,77,40,1007,1004,1003,31,10,5,29,16,,0.00,4,,134<br />
2014-3-2,12,7,1,4,3,0,93,73,43,1006,1003,1001,26,10,3,11,6,,0.00,4,Niebla,335<br />
2014-3-3,9,5,1,6,3,0,93,86,64,1002,999,998,11,9,6,26,13,,0.00,6,Lluvia,131<br />
2014-3-4,10,7,4,6,4,3,100,84,60,1007,1002,999,27,9,3,14,10,,0.00,6,Lluvia,91<br />
2014-3-5,12,8,3,4,3,1,87,72,40,1019,1013,1007,18,9,5,34,18,,0.00,6,,333<br />
2014-3-6,9,8,6,2,2,1,71,65,46,1029,1024,1020,14,10,9,35,27,53,0.00,6,Lluvia,337<br />
2014-3-7,8,6,3,1,0,-1,81,66,46,1029,1027,1025,10,9,7,26,21,,0.00,5,,327<br />
2014-3-8,13,7,1,1,-1,-1,87,61,27,1034,1031,1027,13,8,5,26,14,,0.00,3,,329<br />
2014-3-9,12,7,0,2,1,-2,87,64,37,1035,1033,1031,11,8,5,21,14,,0.00,0,,336<br />
2014-3-10,12,4,-3,1,-2,-5,100,59,24,1032,1028,1025,31,10,3,26,10,,0.00,0,,130<br />
2014-3-11,16,6,-4,-1,-3,-5,86,49,17,1030,1027,1025,31,23,14,21,8,,0.00,,,309<br />
2014-3-12,16,10,4,2,-3,-7,58,42,16,1033,1031,1029,31,15,9,23,16,,0.00,0,,332<br />
2014-3-13,16,7,-3,1,-1,-4,87,55,22,1032,1029,1026,19,16,14,14,8,,0.00,,,140<br />
2014-3-14,18,9,-1,3,1,-1,87,56,18,1027,1023,1018,14,10,6,14,6,,0.00,0,,156<br />
2014-3-15,16,9,3,5,2,-1,81,57,21,1019,1013,1010,31,10,8,55,23,80,3.05,6,Lluvia,277<br />
2014-3-16,14,10,7,6,4,1,67,60,45,1015,1010,1007,31,11,10,64,43,101,0.25,5,Lluvia,285<br />
2014-3-17,17,14,12,6,4,3,67,50,32,1019,1016,1013,31,11,10,55,35,77,0.00,4,,305<br />
2014-3-18,19,12,5,7,4,1,81,53,26,1019,1015,1012,31,12,10,21,13,,0.00,5,,255<br />
2014-3-19,14,11,8,7,3,2,76,54,34,1024,1019,1012,31,12,7,55,21,69,0.25,5,Lluvia,290<br />
2014-3-20,20,14,8,4,3,2,66,45,22,1026,1023,1018,10,10,10,24,14,,0.00,2,,185<br />
2014-3-21,22,14,7,6,4,3,71,53,22,1019,1014,1011,31,31,31,34,19,,0.00,,,142<br />
2014-3-22,21,13,4,7,5,2,87,60,23,1012,1007,1002,31,17,10,35,13,,0.00,4,,161<br />
2014-3-23,11,8,4,8,6,3,93,80,60,1006,1004,1001,31,11,9,29,13,,2.03,6,Lluvia,293<br />
2014-3-24,8,6,4,4,2,0,87,76,54,1010,1007,1005,23,10,10,29,21,,0.51,6,Lluvia,298<br />
2014-3-25,11,7,3,2,1,-2,81,65,30,1012,1010,1008,31,12,10,29,18,,0.00,5,Lluvia,308<br />
2014-3-26,12,7,2,2,1,-1,93,64,28,1017,1014,1011,31,11,10,14,6,,0.25,4,Lluvia,80<br />
2014-3-27,16,8,1,4,2,-1,93,63,31,1017,1014,1012,31,12,9,16,6,,0.00,4,,53<br />
2014-3-28,17,11,5,6,3,1,81,59,27,1021,1017,1013,31,11,8,19,11,,0.00,3,,342<br />
2014-3-29,18,11,4,7,4,2,93,64,22,1024,1022,1020,31,8,5,14,10,,0.00,1,,115<br />
2014-3-30,21,13,5,7,4,2,81,56,23,1021,1016,1014,31,18,9,19,10,,0.00,1,,128<br />
2014-3-31,19,12,4,7,4,2,93,62,25,1015,1013,1010,27,17,10,24,8,,0.00,,,297<br />
2014-4-1,18,12,6,6,4,3,87,58,25,1015,1013,1012,14,10,6,16,10,,0.00,4,,360<br />
2014-4-2,18,11,5,6,5,3,93,65,33,1014,1012,1009,19,9,6,23,8,,0.00,5,,131<br />
2014-4-3,21,14,7,9,7,5,87,63,35,1009,1007,1006,26,15,9,23,13,,0.00,2,,132<br />
2014-4-4,17,12,7,10,9,7,100,77,50,1010,1008,1006,18,12,9,11,6,,0.00,8,,96<br />
2014-4-5,18,12,7,10,8,6,100,75,45,1015,1012,1009,16,9,5,14,6,,0.00,6,,353<br />
2014-4-6,18,13,8,13,9,6,94,75,50,1020,1017,1015,13,9,5,21,8,,4.06,6,Lluvia-Tormenta,328<br />
2014-4-7,21,13,6,11,9,6,100,73,29,1021,1019,1017,26,9,1,16,10,,0.00,2,Niebla,66<br />
2014-4-8,23,16,8,12,9,7,94,71,31,1017,1015,1012,26,11,8,32,13,47,0.00,6,Lluvia,192<br />
2014-4-9,12,11,9,8,2,-1,72,51,32,1021,1019,1017,10,10,10,42,27,58,1.02,5,Lluvia-Tormenta,307<br />
2014-4-10,12,9,6,7,3,-1,88,71,46,1021,1018,1016,31,11,4,34,19,55,6.10,6,Lluvia-Tormenta,306<br />
2014-4-11,13,8,3,5,3,1,93,67,36,1022,1019,1017,31,11,10,19,13,,0.00,1,,337<br />
2014-4-12,16,8,1,4,2,0,93,66,28,1019,1017,1015,31,14,10,18,6,,0.00,3,,25<br />
2014-4-13,15,9,3,10,6,2,93,77,50,1017,1016,1014,26,12,9,23,11,,0.00,6,Lluvia,251<br />
2014-4-14,15,9,4,6,4,2,100,76,34,1016,1013,1010,14,10,5,47,18,69,2.03,4,Niebla-Lluvia,254<br />
2014-4-15,8,7,5,5,2,-1,93,76,53,1021,1017,1012,26,10,10,39,26,60,2.03,5,Lluvia,298<br />
2014-4-16,12,8,4,3,1,-1,87,64,36,1027,1023,1020,31,12,10,39,26,58,0.00,5,Lluvia,339<br />
2014-4-17,14,8,3,2,1,-1,75,58,28,1027,1021,1016,31,13,10,35,23,47,0.00,1,,333<br />
2014-4-18,18,9,1,3,1,-1,93,55,19,1016,1010,1007,31,17,10,26,11,,0.00,4,,312<br />
2014-4-19,19,13,7,12,7,3,100,73,46,1011,1009,1006,31,11,5,27,19,,1.02,6,Lluvia-Tormenta,315<br />
2014-4-20,16,11,6,9,8,6,100,81,46,1010,1009,1008,31,10,2,24,8,,1.02,6,Niebla-Lluvia,93<br />
2014-4-21,18,13,9,12,10,8,100,83,58,1010,1008,1007,19,9,5,32,16,,0.00,6,Lluvia,133<br />
2014-4-22,19,15,11,13,11,9,94,81,43,1016,1011,1008,31,12,8,14,8,,2.03,6,Lluvia,131<br />
2014-4-23,21,14,7,14,11,8,100,78,39,1020,1017,1016,26,10,2,14,8,,0.00,3,Niebla,4<br />
2014-4-24,22,17,12,13,11,10,94,74,40,1017,1015,1013,26,12,10,21,14,,0.25,6,Lluvia-Tormenta,322<br />
2014-4-25,18,16,12,14,13,12,100,89,58,1014,1013,1011,26,9,5,21,8,,2.03,6,Lluvia,37<br />
2014-4-26,17,14,13,14,13,12,100,92,70,1013,1012,1010,18,7,1,13,6,,16.00,6,Lluvia,107<br />
2014-4-27,21,16,11,12,11,8,94,73,45,1009,1007,1005,19,9,5,29,14,,0.00,2,,133<br />
2014-4-28,21,16,10,12,11,9,94,74,51,1008,1007,1006,31,10,10,21,13,,0.00,3,,331<br />
2014-4-29,20,16,12,13,12,11,88,81,60,1009,1008,1007,26,10,3,26,18,47,34.04,6,Lluvia-Tormenta,319<br />
2014-4-30,21,16,11,12,9,6,88,64,31,1009,1008,1006,31,11,10,24,16,,0.00,2,,331<br />
2014-5-1,22,14,8,10,8,6,94,62,25,1011,1009,1008,31,13,10,26,11,,0.00,2,,296<br />
2014-5-2,22,14,7,11,8,6,100,67,25,1011,1009,1007,31,12,10,24,8,,4.06,3,Lluvia-Tormenta,103<br />
2014-5-3,11,9,7,10,7,3,94,81,64,1017,1014,1011,23,10,7,35,19,58,1.02,6,Lluvia,336<br />
2014-5-4,16,11,6,3,1,-1,76,54,25,1019,1017,1015,10,10,10,42,32,69,0.00,3,,334<br />
2014-5-5,14,9,4,4,2,0,81,58,31,1022,1019,1017,31,11,10,24,16,,0.00,3,,347<br />
2014-5-6,20,11,3,8,5,2,93,62,28,1020,1017,1015,26,26,26,34,13,,0.00,,,151<br />
2014-5-7,18,14,10,13,9,7,94,73,48,1015,1014,1013,31,13,5,26,16,,12.95,7,Lluvia,158<br />
2014-5-8,21,16,11,10,8,5,82,59,27,1018,1016,1015,10,10,10,29,19,,0.00,1,,277<br />
2014-5-9,22,16,9,12,11,8,88,69,41,1017,1015,1014,19,10,10,34,14,,1.02,5,Lluvia,237<br />
2014-5-10,22,17,13,12,9,6,82,60,27,1018,1014,1010,10,10,10,26,16,,0.00,4,Lluvia,265<br />
2014-5-11,17,13,9,14,11,7,94,87,68,1011,1009,1008,31,10,6,27,13,50,23.11,6,Lluvia-Tormenta,251<br />
2014-5-12,18,13,8,7,5,2,87,58,24,1014,1012,1008,10,10,10,37,23,48,0.00,4,Lluvia,276<br />
2014-5-13,13,10,6,9,6,4,94,73,61,1016,1014,1013,19,10,10,24,10,,0.25,6,Lluvia,250<br />
2014-5-14,15,12,9,8,4,0,82,61,28,1022,1018,1015,31,10,10,48,29,71,0.25,5,Lluvia,324<br />
2014-5-15,11,9,8,8,6,3,87,76,53,1022,1019,1016,26,11,9,47,39,76,5.08,6,Lluvia,316<br />
2014-5-16,9,9,8,9,8,7,94,88,65,1017,1015,1013,31,11,7,45,34,71,5.08,7,Lluvia,315<br />
2014-5-17,12,10,8,9,8,7,100,88,69,1016,1015,1014,19,10,6,35,27,53,0.51,6,Lluvia,292<br />
2014-5-18,15,12,9,12,10,8,94,88,72,1015,1014,1013,31,11,10,21,14,,3.05,6,Lluvia,175<br />
2014-5-19,22,16,9,15,11,9,100,78,45,1015,1014,1013,26,10,2,29,16,,0.00,4,,129<br />
2014-5-20,24,18,11,12,11,10,94,65,32,1016,1015,1014,10,10,10,27,19,,0.00,1,,143<br />
2014-5-21,24,18,12,14,13,11,88,66,43,1018,1017,1015,10,10,10,32,16,,0.00,4,,137<br />
2014-5-22,26,21,16,16,14,13,88,64,38,1015,1013,1011,31,13,10,39,24,,0.00,4,,141<br />
2014-5-23,27,22,17,17,16,14,83,67,39,1012,1010,1009,31,21,10,40,24,58,0.00,1,,140<br />
2014-5-24,26,21,16,17,15,13,94,76,41,1016,1013,1011,31,12,10,32,11,42,4.06,4,Lluvia-Tormenta,130<br />
2014-5-25,25,21,16,16,14,12,94,68,36,1020,1018,1016,10,10,10,23,13,,0.00,4,,344<br />
2014-5-26,26,20,14,17,14,12,94,75,44,1017,1014,1010,31,13,10,23,8,,0.25,4,Lluvia-Tormenta,28<br />
2014-5-27,23,19,15,16,14,12,100,79,40,1010,1008,1006,31,13,8,34,10,,5.08,4,Lluvia-Tormenta,20<br />
2014-5-28,17,15,13,12,11,9,88,72,56,1010,1008,1007,10,10,10,35,19,50,2.03,6,Lluvia,259<br />
2014-5-29,16,12,9,13,11,7,94,84,71,1015,1011,1009,26,11,10,35,26,,3.05,6,Lluvia,304<br />
2014-5-30,14,11,8,8,7,5,93,72,48,1019,1017,1015,31,11,10,32,23,50,0.00,6,Lluvia,326<br />
2014-5-31,19,14,9,11,8,6,87,64,35,1019,1017,1016,10,10,10,29,23,48,1.02,4,Lluvia,326<br />
2014-6-1,21,17,13,10,8,7,77,59,36,1017,1016,1015,10,10,10,27,21,39,0.00,6,,309<br />
2014-6-2,20,16,11,10,8,5,82,59,30,1018,1016,1015,10,10,10,23,13,,0.00,6,,329<br />
2014-6-3,20,16,11,12,10,7,88,71,34,1016,1015,1014,31,13,10,26,6,,0.00,5,,146<br />
2014-6-4,22,16,8,12,10,8,100,70,34,1014,1012,1009,26,10,2,29,8,,0.00,2,Niebla,154<br />
2014-6-5,21,17,13,13,12,11,88,69,47,1018,1014,1010,27,10,10,26,14,,0.00,6,,286<br />
2014-6-6,26,17,8,13,10,7,94,59,23,1020,1019,1018,10,10,10,14,8,,0.00,1,,355<br />
2014-6-7,28,19,11,16,12,9,94,61,29,1020,1019,1017,10,10,10,11,5,,0.00,1,,79<br />
2014-6-8,31,22,14,15,13,9,95,58,21,1022,1021,1019,31,11,10,11,5,,0.00,2,,109<br />
2014-6-9,31,23,14,17,15,13,94,61,26,1021,1020,1018,31,11,10,23,11,39,0.00,1,,150<br />
2014-6-10,32,24,16,18,15,12,88,55,20,1019,1018,1016,31,11,10,24,11,,0.00,1,,150<br />
2014-6-11,33,24,16,19,16,14,88,56,25,1021,1019,1016,31,13,10,21,8,42,0.00,1,,329<br />
2014-6-12,28,24,21,18,16,14,78,59,36,1022,1021,1018,31,12,10,26,16,,0.00,5,,323<br />
2014-6-13,26,22,18,14,11,8,68,49,21,1019,1016,1012,31,11,10,21,13,,0.00,4,,336<br />
2014-6-14,23,18,14,12,8,5,72,53,21,1017,1015,1013,29,11,10,29,14,,0.25,4,Lluvia,335<br />
2014-6-15,22,16,9,11,9,7,82,61,39,1019,1017,1017,21,10,10,24,13,,0.25,3,Lluvia,345<br />
2014-6-16,23,17,10,9,7,4,82,53,22,1019,1017,1015,31,11,10,14,11,,0.00,5,,342<br />
2014-6-17,24,18,12,10,7,3,77,46,18,1017,1016,1014,31,13,10,21,11,,0.00,2,,351<br />
2014-6-18,26,19,12,10,7,3,77,47,19,1018,1017,1015,31,14,10,16,11,,0.00,1,,360<br />
2014-6-19,27,18,9,11,9,7,87,51,20,1016,1013,1010,31,13,10,29,8,,0.00,4,Lluvia,309<br />
2014-6-20,22,18,14,13,9,6,94,57,28,1015,1013,1011,31,10,10,29,18,37,0.51,6,Lluvia,318<br />
2014-6-21,21,17,12,9,8,5,72,53,24,1017,1016,1015,31,11,10,23,18,,0.00,6,,307<br />
2014-6-22,26,19,12,10,8,6,88,49,20,1019,1017,1016,31,13,10,21,10,,0.00,2,,290<br />
2014-6-23,27,20,13,14,9,8,77,52,25,1021,1018,1014,31,12,10,16,10,,0.00,3,,21<br />
2014-6-24,22,19,14,10,8,7,72,51,34,1016,1015,1013,31,11,10,21,14,,0.00,5,Lluvia,309<br />
2014-6-25,24,17,9,14,10,7,94,68,28,1013,1010,1007,27,11,10,40,11,,1.02,6,Lluvia-Tormenta,185<br />
2014-6-26,21,17,12,11,8,6,82,58,28,1016,1014,1011,31,11,10,37,19,58,0.00,3,,332<br />
2014-6-27,25,17,9,11,8,6,96,56,19,1019,1017,1016,31,13,10,21,8,,0.00,2,,93<br />
2014-6-28,28,21,14,14,13,11,88,55,28,1017,1014,1011,31,13,10,34,19,45,0.00,6,,150<br />
2014-6-29,27,22,16,18,15,12,88,71,44,1011,1009,1007,24,11,10,32,14,52,7.87,6,Lluvia-Tormenta,239<br />
2014-6-30,19,16,13,15,13,9,94,83,51,1015,1011,1009,31,10,9,32,26,42,9.91,6,Lluvia,294<br />
2014-7-1,23,18,13,11,9,5,77,54,22,1019,1018,1015,31,14,6,26,18,,0.00,3,,303<br />
2014-7-2,24,19,13,17,13,11,94,76,38,1022,1019,1017,31,14,10,23,10,,16.00,6,Lluvia-Tormenta,344<br />
2014-7-3,26,21,15,13,11,7,88,55,23,1025,1024,1022,31,13,10,29,19,,0.00,3,Lluvia,297<br />
2014-7-4,27,20,12,13,11,9,88,54,23,1024,1019,1012,31,27,21,42,18,61,0.00,,,144<br />
2014-7-5,26,21,17,17,14,12,88,63,45,1013,1011,1009,31,15,10,34,21,52,0.00,6,,129<br />
2014-7-6,29,23,17,17,15,14,94,57,29,1015,1014,1012,31,15,10,18,10,,0.00,1,,247<br />
2014-7-7,31,24,18,19,17,16,83,60,33,1015,1013,1011,31,17,10,18,11,,0.00,3,,140<br />
2014-7-8,30,24,17,19,17,11,83,61,30,1012,1006,1002,31,14,10,40,19,60,0.25,5,Lluvia,147<br />
2014-7-9,22,19,15,12,10,8,77,58,35,1009,1006,1005,31,12,10,40,29,58,0.25,6,Lluvia,279<br />
2014-7-10,21,17,14,12,9,8,72,53,36,1009,1008,1007,26,10,10,29,23,,0.00,5,Lluvia,302<br />
2014-7-11,18,16,13,15,13,10,96,80,52,1008,1007,1006,31,12,4,39,26,52,6.10,7,Lluvia,301<br />
2014-7-12,27,21,16,16,13,12,82,64,39,1011,1009,1008,31,13,10,29,24,,0.00,2,,299<br />
2014-7-13,24,19,14,18,15,12,100,74,48,1012,1011,1010,31,13,3,16,10,,9.91,5,Lluvia-Tormenta,239<br />
2014-7-14,27,21,14,17,16,13,100,71,32,1016,1013,1012,31,12,3,21,6,,0.00,5,,190<br />
2014-7-15,29,23,18,18,16,13,83,59,32,1020,1017,1015,31,14,10,23,14,,3.05,3,Lluvia-Tormenta,311<br />
2014-7-16,30,24,18,17,15,13,83,56,25,1020,1019,1017,31,15,10,26,14,,0.00,1,,319<br />
2014-7-17,30,24,18,16,14,10,78,52,19,1020,1019,1017,31,18,10,29,13,,0.00,2,,328<br />
2014-7-18,30,23,17,17,15,13,88,58,30,1019,1018,1016,31,18,2,26,11,77,5.08,2,Lluvia-Tormenta,328<br />
2014-7-19,30,23,16,18,16,13,94,60,26,1018,1017,1014,31,15,10,18,8,34,0.00,1,,144<br />
2014-7-20,32,26,20,21,18,16,94,59,32,1015,1011,1008,31,17,2,40,19,69,11.94,5,Lluvia-Granizo-Tormenta,144<br />
2014-7-21,30,24,19,21,19,18,100,74,40,1009,1008,1006,31,14,2,23,10,,0.25,6,Lluvia,335<br />
2014-7-22,23,21,19,20,18,16,100,83,66,1012,1010,1008,31,11,6,27,16,,10.92,6,Lluvia-Tormenta,323<br />
2014-7-23,27,22,17,19,15,12,94,65,32,1012,1011,1009,31,14,6,32,16,,0.51,4,,335<br />
2014-7-24,26,21,16,16,14,12,82,62,34,1012,1011,1010,31,13,10,21,14,,0.00,2,,331<br />
2014-7-25,26,20,15,17,15,13,100,72,40,1015,1013,1012,31,15,10,18,5,,0.25,5,Lluvia,167<br />
2014-7-26,28,21,14,18,16,14,100,71,38,1014,1013,1011,31,16,10,26,10,,0.00,5,,149<br />
2014-7-27,28,22,17,18,17,16,100,74,48,1014,1013,1012,31,14,10,26,6,,0.76,4,Lluvia-Tormenta,343<br />
2014-7-28,26,21,17,19,17,16,94,80,48,1013,1012,1009,31,11,5,14,8,,2.03,5,Lluvia,90<br />
2014-7-29,26,22,18,19,18,17,100,80,56,1010,1008,1006,31,12,2,26,14,,0.00,5,Tormenta,125<br />
2014-7-30,27,22,18,20,18,17,100,82,53,1008,1007,1006,31,13,3,29,14,,2.03,6,Lluvia-Tormenta,132<br />
2014-7-31,24,20,17,20,18,17,100,90,68,1013,1010,1006,26,9,0,26,10,,2.03,6,Niebla-Lluvia,339<br />
2014-8-1,25,22,18,19,18,17,88,80,61,1013,1012,1011,31,15,8,23,16,,0.00,6,,313<br />
2014-8-2,29,22,16,20,18,17,100,73,42,1012,1011,1009,31,13,3,29,11,,0.00,1,,134<br />
2014-8-3,28,23,18,20,18,15,90,73,46,1012,1011,1009,23,13,10,35,14,53,0.25,4,Lluvia-Tormenta,126<br />
2014-8-4,26,21,17,18,17,16,100,77,47,1015,1014,1012,31,12,3,23,10,,2.03,5,Niebla-Lluvia,324<br />
2014-8-5,25,20,15,17,16,14,94,70,47,1016,1015,1014,31,16,10,32,14,,0.00,6,,307<br />
2014-8-6,25,21,18,16,15,14,83,65,42,1016,1015,1014,31,13,10,29,23,,0.00,6,,320<br />
2014-8-7,27,21,16,15,14,12,82,59,29,1015,1014,1012,31,15,10,21,13,39,0.00,3,,324<br />
2014-8-8,28,23,18,16,14,12,78,56,28,1016,1014,1012,31,16,10,19,13,,0.00,1,,300<br />
