GMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-5-18,28,25,22,23,21,21,89,80,61,1014,1012,1011,10,10,8,16,11,,0.00,5,,265
2015-5-19,27,24,22,22,21,20,89,78,60,1015,1012,1010,10,10,8,19,11,,0.00,5,,292
2015-5-20,27,25,23,22,21,20,89,79,63,1014,1012,1010,10,10,8,27,16,,0.00,5,,341
2015-5-21,27,25,23,22,21,20,90,79,60,1015,1013,1012,10,9,8,26,18,,0.00,3,,339
2015-5-22,28,26,23,23,22,21,94,80,65,1018,1015,1014,10,9,7,24,13,,0.00,2,,326
2015-5-23,28,26,23,24,21,13,95,79,50,1016,1014,1012,10,10,8,27,23,,0.00,2,,349
2015-5-24,27,25,23,22,21,20,88,78,62,1015,1013,1010,10,10,8,34,26,,0.00,2,,348
2015-5-25,27,25,23,22,21,20,89,79,61,1015,1013,1011,10,10,8,32,18,,0.00,1,,345
2015-5-26,27,26,23,22,21,19,83,76,59,1014,1012,1011,10,9,8,32,24,,0.00,,,353
2015-5-27,27,25,23,22,21,19,88,76,57,1014,1012,1011,10,9,8,34,23,,0.00,1,,355
2015-5-28,27,24,22,21,21,20,88,80,61,1014,1011,1010,10,9,8,32,23,,0.00,2,,352
2015-5-29,27,24,22,22,21,20,94,81,65,1014,1011,1009,10,9,8,23,19,,0.00,1,,334
2015-5-30,27,24,22,23,22,21,100,84,66,1013,1011,1010,10,10,8,23,11,,0.00,2,,319
2015-5-31,28,24,22,23,22,21,100,81,60,1013,1011,1009,10,9,8,26,11,,0.00,,,310
2015-6-1,29,26,23,23,22,21,94,79,57,1013,1010,1008,10,9,8,16,10,,0.00,1,,281
2015-6-2,29,27,24,23,22,21,90,79,61,1013,1011,1009,10,10,8,16,8,,0.00,2,,257
2015-6-3,34,28,23,22,21,20,89,79,49,1015,1013,1011,10,10,8,23,14,,0.00,3,,343
2015-6-4,27,24,23,21,19,19,83,74,57,1016,1014,1012,10,10,8,26,18,,0.00,3,,342
2015-6-5,27,24,23,19,19,18,78,71,52,1015,1013,1012,10,10,8,29,23,,0.00,5,,351
2015-6-6,27,24,22,20,19,18,83,74,53,1015,1013,1012,10,10,8,24,19,39,0.00,3,,348
2015-6-7,27,24,22,22,21,20,88,80,67,1014,1013,1012,10,10,8,24,18,,0.00,2,,344
2015-6-8,28,26,24,23,22,21,89,79,64,1014,1010,1008,10,9,8,26,16,,0.00,,,326
2015-6-9,29,27,24,23,22,22,94,79,62,1013,1011,1009,10,10,8,23,10,,0.00,2,,266
2015-6-10,29,27,25,24,23,22,89,79,66,1014,1013,1012,10,10,8,24,11,,0.00,2,,270
2015-6-11,28,26,24,26,23,22,97,79,42,1015,1013,1012,10,10,8,13,6,,0.00,3,,283
2015-6-12,28,26,24,23,23,22,89,78,64,1015,1013,1011,10,10,8,19,11,,0.00,1,,323
2015-6-13,29,27,25,23,22,21,89,78,61,1015,1012,1010,10,10,8,23,13,,0.00,1,,312
2015-6-14,29,27,25,23,22,21,83,72,60,1014,1011,1010,10,8,7,23,11,,0.00,,,332
2015-6-15,28,27,25,24,22,21,89,78,61,1014,1012,1011,10,9,8,14,10,,0.00,4,,303
2015-6-16,29,27,24,23,22,22,87,77,60,1015,1013,1011,10,10,8,16,8,,0.00,4,,263
2015-6-17,29,27,25,24,23,23,89,78,66,1015,1013,1011,10,9,8,21,10,,0.00,1,,287
2015-6-18,29,27,24,23,22,21,94,78,63,1015,1012,1010,10,10,8,24,11,,0.00,2,,302
2015-6-19,29,27,24,23,22,21,83,74,59,1014,1012,1010,10,10,8,16,10,,0.00,5,,274
2015-6-20,29,27,24,22,21,21,83,73,58,1015,1013,1011,10,10,8,16,11,,0.00,5,,253
2015-6-21,29,27,25,23,22,21,83,72,57,1017,1014,1013,10,10,8,19,11,,0.00,2,,233
2015-6-22,31,28,25,23,23,20,89,74,52,1019,1015,1013,10,10,8,19,11,,0.00,3,,294
2015-6-23,29,27,25,24,22,21,89,76,59,1018,1014,1012,10,10,8,24,13,40,0.00,3,,284
2015-6-24,29,27,25,23,22,21,83,74,58,1018,1016,1014,10,10,8,24,13,,0.00,2,,256
2015-6-25,29,27,25,23,22,22,89,77,61,1019,1017,1016,10,10,8,21,11,,0.00,2,,281
2015-6-26,28,27,24,22,22,21,83,76,62,1019,1016,1014,10,10,8,19,13,,0.00,4,,320
2015-6-27,29,27,24,23,22,22,89,77,61,1016,1013,1011,10,10,8,23,13,,0.00,4,,307
2015-6-28,28,27,24,23,22,21,84,75,60,1014,1012,1011,10,10,8,21,13,,0.00,3,,298
2015-6-29,30,27,24,23,22,21,83,74,59,1015,1014,1012,10,10,8,14,8,,0.00,2,,249
2015-6-30,30,28,25,23,23,22,83,74,61,1016,1014,1012,10,10,8,16,10,,0.00,2,,265
2015-7-1,31,28,26,24,23,22,83,74,53,1016,1014,1012,10,10,8,19,10,,0.00,2,,281
2015-7-2,30,28,26,24,23,22,83,75,61,1016,1014,1012,10,10,8,14,11,,0.00,2,,305
2015-7-3,31,28,25,24,23,22,84,75,57,1015,1013,1012,10,10,8,19,13,,0.00,5,,300
2015-7-4,29,27,25,24,23,22,89,77,60,1014,1011,1010,10,10,8,23,14,,0.00,6,,292
2015-7-5,37,31,26,23,22,21,83,69,42,1013,1011,1009,10,10,8,21,11,,0.00,5,,228
2015-7-6,30,28,26,24,23,22,83,74,58,1013,1011,1010,10,10,8,16,10,,0.00,4,,260
2015-7-7,29,27,25,23,22,21,83,74,56,1015,1012,1010,10,10,8,23,10,,0.00,3,,333
2015-7-8,29,28,26,25,24,23,89,79,65,1013,1012,1009,10,10,8,24,14,,0.00,3,Thunderstorm,342
2015-7-9,29,27,24,25,24,22,100,86,71,1016,1013,1011,10,9,5,23,13,,4.06,5,Rain-Thunderstorm,218
2015-7-10,29,27,23,26,24,24,94,86,73,1016,1015,1014,10,10,8,16,8,,0.00,5,,303
2015-7-11,31,28,26,24,24,23,89,78,57,1016,1014,1012,10,10,8,111,10,,0.00,3,Thunderstorm,270
2015-7-12,31,28,26,24,24,23,89,77,64,1016,1014,1012,10,10,8,14,10,,0.00,3,Thunderstorm,322
2015-7-13,30,28,26,24,24,23,84,78,67,1015,1013,1012,10,10,8,19,11,,0.00,3,,341
2015-7-14,29,28,26,24,23,23,84,78,65,1015,1013,1011,10,10,8,21,16,,0.00,5,,336
2015-7-15,29,26,23,25,23,22,100,83,70,1016,1013,1011,10,9,3,29,11,,18.03,6,Rain-Thunderstorm,342
2015-7-16,30,28,26,26,24,23,89,79,63,1014,1011,1009,10,10,8,16,13,,0.00,4,,306
2015-7-17,31,29,27,24,23,22,79,72,57,1014,1012,1011,10,10,8,19,10,,0.00,3,,226
2015-7-18,32,29,27,26,24,24,89,78,62,1017,1014,1013,10,10,8,19,10,,0.00,2,,270
2015-7-19,31,29,27,26,24,23,84,75,61,1017,1014,1012,10,10,8,23,14,,0.00,3,,297
2015-7-20,30,28,26,24,23,22,83,75,61,1014,1012,1010,10,10,8,26,14,,0.00,3,,335
2015-7-21,29,27,25,23,22,21,83,71,57,1014,1013,1011,10,10,8,14,11,,0.00,4,,326
2015-7-22,29,27,25,23,21,20,78,69,56,1015,1013,1012,10,10,8,16,11,,0.00,3,,317
2015-7-23,29,27,25,22,21,20,78,67,56,1015,1012,1010,10,10,8,14,11,,0.00,3,,288
2015-7-24,30,28,26,23,22,21,79,70,56,1014,1012,1011,10,10,8,16,10,,0.00,1,,240
2015-7-25,31,27,24,24,23,22,89,74,62,1015,1013,1011,10,10,8,19,13,48,0.25,3,Rain-Thunderstorm,271
2015-7-26,30,27,24,25,23,22,84,76,65,1015,1013,1011,10,10,8,21,8,,0.00,4,,319
2015-7-27,30,28,26,25,24,24,89,78,66,1014,1012,1010,10,10,8,16,11,,0.00,3,Thunderstorm,329
2015-7-28,31,29,27,25,24,24,84,79,63,1013,1011,1010,10,10,8,19,10,,0.00,3,Rain-Thunderstorm,331
2015-7-29,32,29,27,25,24,23,84,77,58,1014,1012,1011,10,10,6,24,18,,0.00,2,Rain,210
2015-7-30,30,28,26,26,24,24,94,84,69,1014,1013,1011,10,9,6,23,16,,28.96,5,Rain,240
2015-7-31,31,28,25,25,24,24,94,85,60,1014,1012,1010,10,10,8,24,13,,0.51,4,Rain-Thunderstorm,282
2015-8-1,31,28,26,25,24,23,84,76,63,1013,1011,1010,10,10,8,55,10,,0.00,2,Rain,248
2015-8-2,27,26,25,26,24,24,94,89,80,1014,1012,1010,10,9,5,16,10,,6.10,4,Rain,310
2015-8-3,30,28,25,26,24,23,94,81,53,1016,1013,1012,10,10,8,21,8,,0.00,3,,298
2015-8-4,31,29,27,26,24,21,89,74,51,1015,1012,1010,10,10,8,21,16,,0.00,3,,301
2015-8-5,31,29,27,25,24,23,84,76,57,1013,1011,1009,10,10,8,16,10,,0.00,3,,239
2015-8-6,31,29,27,26,24,24,84,76,64,1013,1011,1010,10,10,8,19,11,,0.00,3,,219
2015-8-7,30,28,27,25,23,8,84,74,59,1012,1010,1008,10,10,8,21,14,,0.00,3,,305
2015-8-8,30,28,27,24,23,21,84,73,60,1012,1009,1007,10,10,8,23,14,,0.00,4,,328
2015-8-9,28,26,23,26,24,23,100,91,76,1011,1009,1008,10,8,3,37,13,,59.94,6,Rain-Thunderstorm,344
2015-8-10,29,27,24,26,25,24,100,88,73,1013,1011,1009,10,9,4,24,10,,0.00,4,Rain-Thunderstorm,183
2015-8-11,31,28,26,26,24,24,94,81,67,1014,1011,1008,10,10,8,16,8,,0.00,3,,223
2015-8-12,31,28,26,26,25,24,94,81,68,1015,1012,1010,10,10,8,21,6,,0.00,3,,301
2015-8-13,30,28,26,26,25,23,94,85,69,1016,1014,1013,10,9,7,14,5,,7.11,4,Rain-Thunderstorm,283
2015-8-14,31,29,28,27,26,25,94,85,74,1015,1013,1010,10,10,8,24,13,,0.76,4,Rain-Thunderstorm,341
2015-8-15,31,27,23,27,25,22,94,82,70,1016,1012,1009,10,9,3,37,11,66,13.97,3,Rain-Thunderstorm,252
2015-8-16,32,27,23,26,24,22,94,81,67,1014,1011,1008,10,9,8,16,6,,0.00,3,Thunderstorm,202
2015-8-17,31,28,24,27,24,22,95,84,62,1014,1012,1011,10,9,2,34,8,45,0.76,5,Rain-Thunderstorm,140
2015-8-18,27,26,24,26,24,23,100,92,84,1014,1011,1010,10,9,4,14,3,,51.05,5,Rain,191
2015-8-19,31,28,25,26,25,24,100,84,68,1012,1011,1009,10,10,8,13,3,,0.00,4,Thunderstorm,250
2015-8-20,30,28,26,27,25,23,89,86,74,1013,1011,1008,10,9,6,23,6,,0.25,4,Rain-Thunderstorm,343
2015-8-21,31,28,25,27,25,23,94,86,74,1012,1010,1008,10,10,7,24,8,64,0.51,5,Rain-Thunderstorm,22
2015-8-22,31,28,24,26,25,24,94,83,66,1013,1011,1009,10,9,1,19,8,,0.51,3,Rain-Thunderstorm,177
2015-8-23,31,28,25,27,25,24,99,89,75,1013,1010,1009,10,8,0,19,8,,57.91,6,Rain-Thunderstorm,55
2015-8-24,31,27,24,30,26,24,100,85,70,1014,1012,1010,10,10,8,11,6,,0.00,4,,190
2015-8-25,31,27,24,29,25,22,94,84,72,1016,1013,1010,10,9,4,27,8,77,4.06,3,Rain-Thunderstorm,300
2015-8-26,31,28,24,27,24,23,94,81,68,1015,1012,1011,10,10,8,11,6,,0.00,4,Rain,297
2015-8-27,32,28,25,32,25,23,100,81,62,1014,1012,1011,10,10,8,13,5,,0.00,2,,249
2015-8-28,31,27,24,26,24,22,94,80,69,1015,1011,1009,10,10,6,34,11,,2.03,4,Rain,291
2015-8-29,31,28,26,27,24,22,84,78,70,1012,1010,1008,10,10,8,24,13,50,0.00,4,Rain-Thunderstorm,350
2015-8-30,30,28,26,27,24,24,91,83,74,1015,1012,1010,10,9,7,37,14,50,0.00,4,Rain-Thunderstorm,139
2015-8-31,30,28,26,25,24,24,89,80,70,1017,1014,1012,10,9,8,27,18,45,0.00,4,Rain,187
2015-9-1,28,27,25,26,24,23,95,86,76,1017,1014,1012,10,9,6,16,10,,6.10,5,Rain,292
2015-9-2,31,28,26,27,25,24,94,83,70,1014,1013,1011,10,10,8,14,8,,0.00,3,Rain,342
2015-9-3,31,28,25,27,24,22,94,82,69,1015,1012,1011,10,10,8,26,11,48,0.00,4,Thunderstorm,339
