CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
3/5/15,11,6,1,5,2,0,93,77,54,1042,1040,1039,10,10,10,21,13,,0,2,,358
3/6/15,14,7,1,3,1,-1,87,67,41,1039,1035,1031,10,10,10,21,11,,0,1,,73
3/7/15,15,8,2,6,2,-1,87,67,45,1032,1029,1027,10,10,5,19,11,,0,,,38
3/8/15,17,9,2,9,6,1,100,81,34,1026,1025,1024,10,9,1,27,8,,0,1,Fog,320
3/9/15,12,8,4,8,6,3,100,90,72,1027,1026,1026,10,5,0,16,10,,0,6,Fog,337
3/10/15,15,11,7,10,8,6,100,89,67,1029,1027,1026,10,3,0,16,8,,0,8,Fog,29
3/11/15,15,12,9,10,9,8,94,87,72,1027,1026,1024,8,5,3,26,13,,0,7,,316
3/12/15,13,10,8,9,8,6,94,85,67,1026,1023,1021,10,8,2,19,6,,0,7,,255
3/13/15,11,8,6,9,6,4,94,82,62,1023,1022,1021,10,10,7,39,16,,0,7,Rain,290
3/14/15,11,8,6,5,3,-1,93,74,50,1024,1023,1022,10,9,5,26,14,,0,6,,8
3/15/15,12,6,1,4,2,-1,87,73,47,1024,1021,1019,10,7,4,19,13,,0,4,,31
3/16/15,13,7,2,7,3,1,93,80,54,1021,1020,1019,9,5,2,19,11,,0,6,,38
3/17/15,17,10,4,6,4,3,93,69,42,1021,1020,1019,10,9,5,21,13,27,0,,,94
3/18/15,17,11,6,9,7,4,87,69,55,1024,1023,1022,10,10,5,21,14,,0,6,,71
3/19/15,14,10,6,7,6,3,87,73,62,1025,1023,1022,9,4,2,35,23,,0,1,,46
3/20/15,9,7,5,8,5,2,93,87,76,1024,1020,1016,10,5,1,24,18,,0,8,Rain,32
3/21/15,11,8,5,7,6,4,100,87,76,1020,1018,1016,6,3,1,35,14,,0,4,Fog-Rain,49
3/22/15,10,8,5,4,3,1,87,74,62,1020,1018,1016,10,10,8,32,21,,0,8,,33
3/23/15,15,8,2,6,3,0,87,73,51,1016,1013,1010,10,10,7,19,16,,0,6,,52
3/24/15,8,7,5,5,4,3,93,85,76,1011,1010,1009,10,9,3,26,18,,0,7,Rain,2
3/25/15,11,6,2,5,3,1,93,77,54,1015,1013,1011,10,10,1,29,14,40,0,5,,330
3/26/15,12,9,7,11,7,3,100,86,66,1019,1013,1010,10,9,2,34,16,50,0,7,Rain,249
3/27/15,11,8,5,11,7,4,100,87,62,1026,1024,1020,10,8,1,19,11,,0,8,Fog-Rain,263
3/28/15,13,11,10,11,11,10,100,95,88,1026,1025,1023,10,8,1,27,23,,0,8,Fog-Rain,262
3/29/15,12,11,11,11,10,9,100,91,88,1023,1020,1017,10,8,4,32,24,48,0,8,Rain,252
3/30/15,13,12,11,12,11,10,100,94,88,1023,1020,1016,10,7,2,40,32,55,0,8,Rain,266
3/31/15,14,12,10,12,9,7,100,87,72,1029,1024,1021,10,8,1,45,29,58,0,7,Rain,274
4/1/15,12,10,8,7,5,4,82,71,58,1034,1032,1029,10,10,10,35,27,,0,5,,306
4/2/15,12,10,8,9,8,6,94,84,77,1031,1028,1026,10,10,10,27,18,,0,7,,274
4/3/15,13,10,8,10,9,7,100,89,77,1027,1021,1017,10,9,5,32,13,,0,7,Rain,259
4/4/15,14,11,9,10,8,6,94,85,72,1020,1018,1017,10,10,10,26,16,,0,8,,334
4/5/15,12,7,3,6,2,0,87,67,44,1023,1021,1020,10,10,7,29,21,,0,3,,47
4/6/15,15,8,1,1,-1,-4,87,56,31,1028,1026,1023,10,10,10,39,21,53,0,,,53
4/7/15,18,10,3,2,-1,-4,87,50,22,1031,1029,1028,10,10,10,39,21,,0,,,61
4/8/15,20,12,5,5,1,-2,65,46,26,1029,1028,1025,10,10,10,24,19,,0,,,84
4/9/15,21,13,5,7,2,0,72,50,30,1024,1023,1021,10,10,10,19,14,,0,,,144
4/10/15,16,12,9,11,8,3,94,76,59,1022,1020,1020,10,10,7,23,11,,0,8,Rain,182
4/11/15,15,13,11,12,11,10,100,89,77,1029,1025,1021,10,10,7,24,14,,0,6,,227
4/12/15,18,13,8,12,9,7,100,84,56,1030,1029,1027,10,6,0,13,6,,0,6,Fog,8
4/13/15,24,17,10,12,9,7,88,63,34,1030,1029,1028,10,10,10,21,14,,0,,,66
4/14/15,26,18,10,13,9,7,82,58,34,1028,1024,1020,10,10,10,19,11,,0,,,53
4/15/15,26,20,14,10,7,1,72,47,23,1019,1015,1013,10,10,10,19,13,,0,,,149
4/16/15,18,16,13,12,11,9,94,72,56,1014,1013,1011,10,10,10,16,10,,0,8,Rain,252
4/17/15,14,12,11,12,11,10,94,88,77,1018,1016,1014,10,10,7,23,13,,0,7,Rain,268
4/18/15,18,13,8,13,11,8,100,83,63,1018,1015,1012,10,9,0,32,11,,0,6,Fog,42
4/19/15,18,13,8,9,5,2,77,59,40,1018,1014,1013,10,10,10,23,16,,0,8,,55
4/20/15,18,13,9,11,9,7,93,76,52,1025,1022,1018,10,10,7,19,10,,0,6,,202
4/21/15,24,17,9,10,7,3,94,57,27,1026,1024,1022,10,10,7,24,14,,0,,,57
4/22/15,25,18,11,12,8,5,82,57,29,1023,1019,1016,10,10,10,23,16,,0,,,66
4/23/15,16,13,12,13,11,8,94,81,63,1018,1017,1017,10,10,7,23,13,,0,7,,282
4/24/15,19,14,11,12,10,6,94,77,48,1018,1015,1011,10,9,6,16,6,,0,7,,288
4/25/15,19,16,12,13,11,9,94,79,56,1012,1011,1010,10,9,6,23,8,,0,7,Rain,219
4/26/15,17,13,11,15,12,9,100,86,72,1010,1005,1002,10,10,5,26,14,,0,7,Rain,69
4/27/15,17,13,11,12,8,3,94,74,48,1016,1009,1004,10,10,6,32,21,,0,7,Rain,347
4/28/15,14,10,6,6,3,1,71,61,50,1023,1021,1016,10,10,10,23,11,,0,7,,322
4/29/15,15,10,5,8,6,3,87,69,54,1021,1020,1019,10,10,10,21,11,,0,5,Rain,321
4/30/15,15,13,12,13,10,7,100,82,67,1020,1015,1010,10,9,2,32,19,,0,7,Rain,208
5/1/15,15,14,14,14,13,12,100,95,88,1012,1008,1006,10,6,2,39,29,52,0,8,Rain,242
5/2/15,16,14,13,15,13,11,100,92,88,1013,1009,1007,10,9,5,35,16,,0,8,Rain,208
5/3/15,16,14,14,15,14,13,100,93,82,1010,1007,1005,10,9,2,26,14,,0,7,Rain,214
5/4/15,23,17,12,19,14,12,100,85,64,1010,1003,995,10,9,0,27,13,,0,7,Fog-Rain-Thunderstorm,141
5/5/15,19,16,13,14,9,7,82,69,55,1015,1007,995,10,10,9,45,26,66,0,6,Rain,232
5/6/15,16,13,12,9,8,7,77,68,55,1021,1017,1014,10,10,10,34,24,45,0,5,,240
5/7/15,20,13,6,11,8,4,93,68,49,1022,1018,1013,10,10,10,19,11,,0,3,,111
5/8/15,18,14,12,14,12,9,88,82,72,1021,1014,1008,10,10,7,27,18,,0,8,Rain-Thunderstorm,316
5/9/15,18,16,12,13,12,10,94,80,68,1028,1025,1021,10,10,10,24,18,,0,6,,259
5/10/15,25,17,8,13,11,8,100,73,41,1028,1024,1020,10,9,3,19,8,,0,7,,100
5/11/15,22,18,14,16,14,12,88,76,64,1020,1019,1019,10,10,10,19,13,,0,1,,161
5/12/15,21,18,15,16,14,13,94,85,68,1022,1020,1018,10,9,5,23,11,,0,5,,304
5/13/15,20,17,14,16,13,12,94,80,68,1021,1018,1016,10,10,9,27,16,,0,7,,252
5/14/15,17,13,10,14,11,6,94,77,52,1019,1016,1014,10,10,5,45,19,71,0,7,Fog-Rain,247
5/15/15,17,12,8,11,9,7,100,80,63,1027,1020,1012,10,10,0,34,19,,0,6,Fog-Rain,325
5/16/15,17,13,11,14,12,10,94,86,77,1031,1029,1027,10,10,6,24,16,,0,7,Rain,297
5/17/15,17,13,11,12,11,8,94,78,63,1030,1027,1023,10,10,10,26,14,,0,7,,331
5/18/15,17,13,9,12,10,7,94,80,63,1022,1017,1013,10,10,8,27,13,,0,6,Fog-Rain,293
5/19/15,15,13,11,9,7,4,82,66,55,1018,1016,1015,10,10,10,35,29,47,0,6,Rain,292
5/20/15,15,12,9,9,7,5,82,68,59,1025,1020,1018,10,10,7,35,24,,0,5,Rain,307
5/21/15,16,11,6,10,7,3,87,71,55,1030,1029,1025,10,10,10,34,18,,0,1,,332
5/22/15,17,12,8,12,9,7,93,77,55,1030,1028,1025,10,10,6,35,16,,0,1,,330
5/23/15,18,14,12,14,13,11,94,85,72,1026,1023,1021,10,10,10,26,16,,0,6,,327
5/24/15,20,17,13,15,13,12,94,82,68,1021,1020,1019,10,9,3,32,14,,0,1,Fog,334
5/25/15,18,14,12,14,13,11,94,83,72,1021,1020,1019,10,10,10,35,14,,0,5,,320
5/26/15,19,16,12,14,11,7,88,72,49,1025,1023,1020,10,10,10,27,18,,0,7,,353
5/27/15,21,16,12,13,11,9,82,68,49,1025,1024,1022,10,10,10,27,14,,0,2,,353
5/28/15,18,16,13,12,11,10,94,79,64,1022,1020,1018,10,10,10,26,18,,0,7,,310
5/29/15,18,16,13,13,11,9,94,75,59,1018,1017,1016,10,10,10,24,18,,0,5,,297
5/30/15,19,17,14,14,12,9,94,78,64,1019,1018,1017,10,10,10,23,13,,0,7,,243
5/31/15,19,17,14,15,14,12,94,86,73,1018,1017,1016,10,9,2,27,18,,0,7,Rain,229
6/1/15,18,14,12,12,10,8,94,73,52,1020,1019,1018,10,10,10,21,14,,0,5,,292
6/2/15,19,17,15,14,12,11,88,75,64,1021,1019,1017,10,10,10,27,19,,0,3,,235
6/3/15,20,18,16,15,14,13,94,80,68,1025,1023,1021,10,10,10,23,11,,0,8,,288
6/4/15,32,23,14,19,16,12,94,67,38,1024,1020,1016,,,,16,10,,0,,,53
6/5/15,24,20,16,18,16,13,88,79,68,1022,1018,1016,10,10,10,37,18,,0,1,,299
6/6/15,23,18,14,15,12,8,88,67,52,1026,1024,1022,10,10,10,27,21,,0,6,,348
6/7/15,25,19,13,10,9,7,72,53,36,1027,1025,1023,,,,32,23,,0,,,40
6/8/15,25,19,14,10,8,5,77,50,31,1024,1022,1020,,,,32,23,50,0,,,30
6/9/15,23,17,12,11,8,5,77,55,41,1022,1020,1016,10,10,10,35,24,55,0,1,,32
6/10/15,18,16,14,15,12,8,94,76,52,1018,1015,1013,10,10,10,27,23,,0,8,,57
6/11/15,25,20,15,17,15,13,100,78,53,1014,1012,1009,10,7,5,19,10,,0,5,Rain,135
6/12/15,19,17,15,16,14,11,100,84,68,1013,1010,1008,10,8,5,26,13,,0,7,Rain,290
6/13/15,22,17,13,17,14,11,94,83,64,1013,1012,1010,10,9,3,21,14,,0,6,Rain,358
6/14/15,18,17,16,16,15,14,94,90,83,1014,1011,1009,10,10,7,19,10,,0,8,Rain,359
6/15/15,18,16,14,16,14,13,94,92,88,1021,1017,1015,10,8,2,21,16,,0,8,Fog-Rain,331
6/16/15,22,18,15,16,14,9,94,78,46,1025,1022,1021,10,9,8,27,14,,0,7,,343
6/17/15,21,16,12,14,11,9,88,70,53,1027,1026,1025,10,10,10,34,16,,0,1,,338
6/18/15,22,18,15,17,14,12,94,83,64,1026,1024,1022,10,10,10,32,16,,0,6,,305
6/19/15,20,17,13,15,14,12,94,81,64,1023,1022,1021,10,10,10,32,18,,0,6,,322
6/20/15,22,17,12,14,12,10,88,69,50,1024,1023,1022,,,,29,14,,0,,,329
6/21/15,23,18,14,17,14,11,94,76,61,1022,1020,1019,,,,29,13,,0,,,320
6/22/15,22,17,13,16,13,10,94,75,49,1019,1016,1014,,,,34,14,,0,,,318
6/23/15,22,18,15,15,12,8,94,71,43,1019,1017,1015,10,10,10,29,19,,0,7,,339
6/24/15,24,18,12,14,11,9,82,61,41,1022,1020,1019,,,,29,14,,0,,,352
6/25/15,27,20,13,16,12,8,83,59,32,1022,1021,1021,,,,23,11,,0,,,333
6/26/15,26,21,16,18,14,8,83,66,34,1021,1020,1020,10,10,10,32,13,,0,8,,297
6/27/15,23,20,17,17,16,13,94,77,57,1023,1022,1021,10,10,6,23,16,,0,7,Rain,293
6/28/15,22,18,15,16,14,12,94,76,60,1023,1021,1020,10,10,10,32,14,,0,1,,301
6/29/15,27,21,16,17,15,12,94,69,44,1023,1021,1018,10,10,10,23,14,,0,4,,327
6/30/15,37,28,19,18,14,12,68,45,22,1018,1013,1010,,,,26,18,,0,,,113
7/1/15,25,22,20,20,18,16,94,78,65,1016,1013,1009,10,10,9,26,14,,0,5,Rain,238
7/2/15,25,21,18,18,17,14,88,77,61,1023,1018,1013,10,10,10,37,19,,0,6,Rain-Thunderstorm,335
7/3/15,33,24,17,19,16,13,83,59,29,1023,1019,1015,,,,27,14,,0,,,102
7/4/15,24,21,19,19,17,14,94,76,61,1023,1021,1017,10,9,7,29,21,,0,2,,305
7/5/15,25,21,17,16,14,12,88,70,44,1023,1019,1017,10,10,10,34,19,,0,,,325
7/6/15,27,20,13,17,13,10,94,66,41,1023,1020,1015,,,,27,13,,0,,,346
7/7/15,23,20,18,19,15,12,94,73,57,1019,1016,1015,10,10,10,27,16,,0,6,Rain,299
7/8/15,21,19,17,14,12,11,82,66,53,1023,1021,1019,10,10,10,29,21,,0,6,,294
7/9/15,21,17,14,16,13,10,94,73,52,1024,1023,1021,10,10,10,29,16,,0,3,,330
7/10/15,32,23,15,15,8,3,83,44,16,1021,1016,1013,10,10,10,27,16,,0,1,,67
7/11/15,22,19,17,18,15,13,88,74,57,1024,1022,1017,10,10,10,32,23,,0,5,,298
7/12/15,23,19,16,14,13,11,82,69,50,1024,1023,1022,10,10,10,27,19,,0,4,,302
7/13/15,23,19,16,16,14,14,94,75,60,1024,1023,1022,10,10,10,24,11,,0,5,,290
7/14/15,24,21,18,18,16,14,94,76,57,1023,1022,1021,10,10,10,27,16,,0,7,Rain,290
7/15/15,23,19,16,19,17,15,94,81,65,1022,1020,1016,10,10,10,29,18,,0,7,,328
7/16/15,29,24,20,19,16,12,83,69,37,1017,1014,1012,10,10,10,29,18,,0,8,,207
7/17/15,25,21,18,18,17,15,94,75,57,1018,1017,1016,10,10,10,19,11,,0,5,,235
7/18/15,27,22,17,18,17,15,88,77,54,1020,1016,1012,10,10,10,27,13,,0,7,Rain-Thunderstorm,7
7/19/15,24,21,19,18,17,16,94,77,65,1017,1016,1014,10,10,10,24,18,,0,7,,238
7/20/15,24,22,20,20,18,17,94,84,73,1017,1016,1015,10,10,5,21,14,,0,7,Rain,229
7/21/15,25,22,19,19,18,17,94,81,61,1017,1017,1015,10,10,10,21,8,,0,7,Rain,254
7/22/15,24,21,19,18,15,11,88,71,47,1020,1019,1016,10,10,10,34,19,,0,7,,310
7/23/15,24,20,17,16,14,12,88,69,47,1021,1018,1014,10,10,10,26,18,,0,1,,316
7/24/15,24,21,18,19,14,11,78,70,57,1014,1011,1008,10,10,10,45,14,55,0,7,Rain,258
7/25/15,21,19,17,14,12,10,77,66,49,1020,1018,1013,10,10,10,35,29,,0,7,,302
7/26/15,21,17,14,19,13,9,88,74,52,1019,1013,1009,10,10,6,32,13,,0,7,Rain,209
7/27/15,22,19,17,16,14,12,88,73,60,1015,1013,1011,10,10,10,34,23,,0,7,Rain,265
7/28/15,20,18,16,16,13,11,94,78,56,1015,1014,1011,10,9,3,27,14,,0,7,Rain,266
7/29/15,20,17,14,15,12,8,94,73,46,1018,1015,1011,10,9,4,32,19,,0,7,Rain,342
7/30/15,22,16,11,13,10,5,88,64,33,1019,1018,1017,10,10,10,29,18,,0,1,,1
7/31/15,22,17,13,14,8,4,77,54,31,1018,1015,1013,10,10,10,24,16,,0,8,,44
8/1/15,24,18,13,13,11,8,88,62,38,1018,1016,1014,10,10,10,29,16,,0,1,,328
8/2/15,30,21,12,14,9,7,77,47,26,1018,1015,1012,,,,24,11,,0,,,131
8/3/15,24,20,17,18,16,11,94,77,50,1016,1014,1013,10,10,7,32,13,,0,4,Rain-Thunderstorm,307
8/4/15,22,19,16,18,14,11,94,71,50,1020,1018,1015,10,10,10,23,14,,0,6,,299
8/5/15,27,20,13,17,13,10,88,66,44,1018,1014,1011,10,10,10,24,11,,0,6,,351
8/6/15,24,21,18,17,16,13,88,74,53,1017,1016,1014,10,10,10,29,14,,0,4,,290
8/7/15,26,21,16,17,14,12,83,67,42,1021,1017,1015,,,,34,18,,0,,,324
8/8/15,20,18,16,16,14,12,94,78,60,1023,1022,1021,10,10,7,23,13,,0,7,Rain,317
8/9/15,23,20,17,17,16,12,94,81,64,1023,1022,1020,10,10,8,26,14,,0,7,Rain,308
8/10/15,22,18,15,17,15,11,94,78,53,1022,1019,1017,10,10,10,23,11,,0,1,,315
8/11/15,29,23,18,18,16,13,88,66,39,1017,1014,1013,10,10,10,21,13,,0,8,Rain,34
8/12/15,31,24,19,21,18,16,88,73,49,1015,1014,1013,10,10,10,19,13,,0,7,Rain-Thunderstorm,30
8/13/15,24,21,19,20,18,15,94,85,65,1016,1013,1011,10,10,3,24,13,,0,7,Rain-Thunderstorm,227
8/14/15,19,18,17,18,16,13,94,87,77,1014,1011,1008,10,10,3,50,24,,0,7,Rain,256
8/15/15,20,18,15,14,11,8,82,65,52,1017,1016,1014,10,10,10,34,23,,0,6,,313
8/16/15,21,16,12,14,12,10,88,72,52,1017,1016,1015,10,10,10,24,11,,0,5,Rain,352
8/17/15,22,19,16,14,12,11,82,70,53,1016,1016,1015,,,,27,13,,0,,,337
8/18/15,22,17,13,16,13,11,88,73,53,1018,1016,1015,,,,26,13,,0,,,311
8/19/15,22,18,15,15,14,11,94,75,57,1021,1020,1018,10,10,10,19,13,,0,5,,284
8/20/15,23,18,14,16,14,11,94,77,47,1023,1022,1021,10,9,5,21,6,,0,6,,308
8/21/15,28,21,15,17,15,13,88,68,45,1022,1020,1017,10,10,10,16,8,,0,,,349
8/22/15,26,22,18,19,17,14,88,75,50,1017,1012,1007,10,10,10,26,13,,0,7,,165
8/23/15,22,19,16,17,15,14,94,78,60,1008,1006,1001,10,9,2,26,18,39,0,5,Rain-Thunderstorm,233
8/24/15,20,18,16,15,13,10,94,71,56,1016,1005,998,10,9,3,60,35,87,0,6,Rain-Thunderstorm,245
8/25/15,21,19,17,17,14,12,88,73,64,1017,1017,1016,10,10,10,32,18,,0,6,,210
8/26/15,24,20,16,18,16,14,94,77,57,1017,1013,1010,10,10,10,29,16,,0,7,Rain,191
8/27/15,20,18,15,18,16,13,94,85,73,1014,1011,1009,10,10,8,19,11,,0,8,Rain,112
8/28/15,22,19,16,18,16,14,94,86,73,1019,1016,1011,10,10,9,16,11,,0,8,Rain,333
8/29/15,31,24,18,21,19,16,94,77,48,1018,1016,1014,,,,19,14,,0,,,89
8/30/15,28,24,21,20,19,18,88,79,58,1015,1014,1012,10,9,7,26,11,,0,6,,128
8/31/15,25,22,20,20,19,18,94,85,69,1013,1012,1010,10,8,5,26,13,,0,6,Rain,264
9/1/15,21,18,15,18,14,12,94,77,64,1020,1018,1012,10,10,7,32,24,,0,5,Rain,325
9/2/15,22,17,13,13,12,8,88,71,43,1020,1018,1017,10,10,10,24,14,,0,6,,360
9/3/15,19,16,12,12,10,9,88,70,52,1019,1018,1017,10,10,10,29,18,,0,,,347
9/4/15,19,14,11,11,9,7,94,70,49,1020,1019,1018,10,10,10,26,14,,0,7,,356
9/5/15,19,14,10,11,9,8,94,69,52,1024,1022,1020,10,10,10,24,11,,0,,,353
9/6/15,21,16,10,12,9,8,94,68,46,1027,1025,1024,10,10,10,23,10,,0,5,,43
9/7/15,22,14,8,9,7,6,87,61,38,1028,1026,1024,,,,32,18,,0,,,50
9/8/15,23,17,11,11,9,8,88,64,41,1025,1021,1017,,,,34,18,,0,,,50
9/9/15,24,18,12,14,11,9,82,64,38,1017,1015,1013,,,,21,16,,0,,,40
9/10/15,24,18,13,15,12,10,88,68,47,1015,1015,1014,,,,23,10,,0,,,320
9/11/15,22,19,16,17,16,13,94,82,57,1015,1013,1012,10,10,8,14,10,,0,6,,249
9/12/15,20,18,15,17,14,9,94,78,60,1013,1012,1011,10,10,10,23,10,,0,7,,304
9/13/15,18,14,11,15,13,9,94,86,72,1012,1006,1003,10,10,6,32,16,,0,6,Rain,150
9/14/15,19,17,14,15,12,9,88,72,52,1009,1006,1002,10,10,7,35,27,80,0,6,Rain-Thunderstorm,250
