A, M, D,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-6-23,11,9,7,9,8,5,94,85,71,1013,1011,1010,31,13,10,26,21,,2.03,7,Rain,25
2015-6-24,14,12,9,11,9,8,94,85,70,1011,1008,1007,23,12,7,26,11,,0.00,6,Fog-Rain,15
2015-6-25,11,9,8,8,7,5,100,89,77,1009,1007,1005,29,12,5,24,19,,0.00,7,Fog,26
2015-6-26,8,7,6,6,3,1,87,72,51,1015,1013,1010,31,11,8,18,11,,0.00,7,,11
2015-6-27,9,8,6,5,2,1,81,65,45,1015,1013,1011,10,10,10,14,6,,0.00,7,,231
2015-6-28,9,8,6,7,5,4,87,78,64,1011,1010,1010,29,10,10,32,14,,3.05,7,Rain,248
2015-6-29,9,7,4,5,3,2,87,73,57,1017,1013,1010,31,12,10,34,14,,0.00,7,Rain,275
2015-6-30,10,8,5,4,3,3,87,69,52,1022,1019,1017,31,10,10,21,11,,0.00,5,,36
2015-7-1,12,9,6,4,2,-2,81,56,31,1025,1023,1022,31,11,7,26,13,,0.00,2,,25
2015-7-2,13,10,7,8,5,2,93,68,46,1023,1020,1016,31,12,8,21,10,,0.00,7,Rain,20
2015-7-3,12,9,7,8,6,3,100,79,54,1019,1017,1015,31,11,5,29,18,,1.02,6,Rain,25
2015-7-4,11,8,6,5,3,2,81,66,48,1025,1022,1019,21,10,10,26,16,,0.00,6,,2
2015-7-5,10,8,6,5,4,3,81,71,57,1026,1024,1020,26,10,7,21,8,,0.00,6,,12
2015-7-6,13,10,7,6,4,3,87,68,43,1020,1012,1004,31,11,8,26,18,,0.00,7,Rain,40
2015-7-7,8,7,6,6,4,2,93,74,57,1005,1003,1002,11,10,5,40,26,,0.00,7,Rain,50
2015-7-8,13,9,6,7,5,3,87,74,51,1003,1001,1000,31,11,10,26,13,,0.00,7,Rain,21
2015-7-9,20,14,9,10,8,6,82,59,36,1008,1006,1003,31,25,10,29,11,,0.00,6,,30
2015-7-10,14,11,8,8,7,6,93,75,53,1014,1010,1008,31,17,10,35,26,,0.00,4,,24
2015-7-11,10,9,8,6,6,4,87,74,61,1019,1018,1014,29,11,10,27,11,,0.00,7,,26
2015-7-12,12,10,7,8,6,5,93,76,59,1019,1016,1013,31,15,10,42,21,,0.00,3,,22
2015-7-13,14,11,7,8,6,5,87,71,48,1013,1011,1010,31,22,5,37,24,,0.00,1,,23
2015-7-14,13,10,7,7,6,5,93,74,57,1010,1010,1009,31,19,10,32,27,,0.00,3,,21
2015-7-15,13,10,7,7,6,5,87,73,54,1011,1011,1010,31,13,10,21,11,,0.00,4,,336
2015-7-16,10,9,7,6,5,4,87,72,55,1011,1010,1010,24,10,6,23,13,,0.00,7,Rain,276
2015-7-17,13,10,7,7,6,5,87,70,49,1011,1010,1010,31,11,10,26,14,,0.00,6,Rain,201
2015-7-18,18,13,8,8,7,6,87,62,36,1011,1004,999,31,14,10,26,11,,0.00,3,,24
2015-7-19,19,16,12,11,8,7,84,62,34,1001,998,997,31,16,10,32,8,,0.00,5,Rain,285
2015-7-20,14,12,10,11,9,8,94,85,74,1007,1004,1001,31,14,10,29,13,,0.51,6,Rain,302
2015-7-21,13,11,8,9,8,7,94,81,58,1008,1007,1005,31,14,5,29,13,,0.00,5,,28
2015-7-22,15,11,8,9,8,6,87,73,54,1006,1005,1004,31,16,10,37,19,,0.00,1,,24
2015-7-23,14,11,8,8,7,6,87,74,57,1006,1005,1004,31,18,10,32,19,,0.00,1,,27
2015-7-24,11,9,7,8,7,5,93,82,71,1009,1008,1006,31,12,10,26,16,,0.00,7,Rain,26
2015-7-25,13,10,7,8,7,6,87,78,62,1014,1011,1009,31,11,10,26,19,,0.00,5,,23
2015-7-26,17,12,8,9,8,7,93,68,42,1014,1012,1007,31,14,10,23,16,,0.00,5,,20
2015-7-27,17,14,12,10,8,7,82,65,48,1007,1001,997,31,11,10,27,14,,0.00,5,Rain,168
2015-7-28,20,17,13,12,10,8,77,63,42,1005,1001,997,31,11,10,23,11,,0.00,4,,249
2015-7-29,18,14,11,12,11,8,94,77,50,1006,1003,1000,31,13,10,29,13,,0.00,7,Rain,26
2015-7-30,22,17,12,14,12,11,94,76,45,1001,999,997,31,13,10,21,11,,0.00,6,Rain,86
2015-7-31,17,14,12,13,11,9,94,80,58,1009,1003,1000,19,10,10,37,11,27,0.00,7,Rain,236
2015-8-1,11,11,10,10,9,9,100,88,76,1013,1012,1009,31,12,6,11,6,,3.05,7,Rain,141
2015-8-2,11,10,9,10,9,9,100,92,86,1013,1012,1011,27,10,3,21,6,,3.05,7,Rain,264
2015-8-3,10,9,9,9,9,8,100,92,84,1020,1017,1013,11,8,2,26,11,,0.51,7,Rain,257
2015-8-4,12,11,9,9,8,7,95,82,65,1021,1020,1018,31,10,3,23,10,,0.00,7,Rain,301
2015-8-5,20,13,6,13,9,6,93,71,40,1018,1014,1012,31,12,10,32,10,,0.00,6,Rain,276
2015-8-6,16,14,12,12,11,10,88,77,64,1015,1014,1013,31,14,10,35,11,,0.00,6,,232
2015-8-7,17,14,11,11,10,9,94,75,54,1016,1013,1010,31,14,10,26,10,,0.00,5,Rain,13
2015-8-8,14,12,10,11,9,8,94,78,59,1014,1012,1010,31,13,10,35,8,,0.00,6,Rain,263
2015-8-9,15,12,10,10,9,8,100,79,61,1016,1015,1014,31,11,3,21,8,,0.00,7,Rain,191
2015-8-10,16,12,8,12,9,7,91,75,49,1017,1016,1015,10,10,10,8,3,,0.00,7,Rain,275
2015-8-11,21,16,11,12,11,9,94,70,44,1017,1013,1006,10,10,10,21,8,,0.00,7,Rain,196
2015-8-12,14,11,9,12,9,6,88,78,65,1013,1009,1004,31,12,5,48,21,,0.51,7,Rain-Snow,222
2015-8-13,11,10,8,8,7,5,93,78,62,1018,1015,1012,31,13,5,40,26,,5.08,7,Rain-Snow,243
2015-8-14,11,10,8,9,8,7,100,86,74,1024,1021,1017,31,10,2,29,16,,3.05,7,Rain-Snow,235
2015-8-15,18,12,6,8,7,6,93,66,37,1025,1023,1022,10,10,10,18,6,,0.00,5,,225
2015-8-16,21,14,8,9,8,6,82,60,31,1024,1023,1022,10,10,10,21,11,,0.00,,,236
2015-8-17,20,14,8,11,9,7,94,69,34,1025,1024,1024,31,30,29,16,5,,0.00,,,225
2015-8-18,17,13,10,13,11,8,100,82,65,1026,1025,1024,31,13,0,21,8,,0.00,4,Fog,3
2015-8-19,18,13,8,12,10,8,100,85,56,1025,1023,1022,31,5,0,14,5,,0.00,6,Fog,8
