
BRST,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees<br />
2012-2-5,32,27,23,24,22,21,88,69,52,1016,1013,1011,10,10,10,19,10,,0.00,1,,41<br />
2012-2-6,33,28,24,26,23,21,89,71,58,1014,1012,1010,10,10,10,19,11,,0.00,1,,37<br />
2012-2-7,32,27,23,25,23,21,89,77,62,1010,1009,1007,10,10,10,27,11,,0.00,1,,128<br />
2012-2-8,27,24,23,23,22,21,94,81,74,1010,1008,1007,10,10,9,29,14,,0.00,1,,158<br />
2012-2-9,29,26,22,24,22,18,94,80,51,1009,1008,1006,10,9,7,27,11,,0.00,1,,156<br />
2012-2-10,28,24,22,25,23,21,100,88,70,1010,1009,1006,10,6,0,27,13,,0.00,2,Niebla-Lluvia-Tormenta,151<br />
2012-2-11,28,26,23,25,23,22,100,85,74,1011,1009,1008,10,8,5,27,10,,0.00,6,Lluvia-Tormenta,164<br />
2012-2-12,30,27,23,25,23,21,100,87,66,1013,1011,1009,10,8,5,29,13,,0.00,6,Lluvia-Tormenta,2<br />
2012-2-13,30,27,23,24,23,22,100,82,66,1015,1013,1012,10,10,8,23,8,,0.00,4,Tormenta,99<br />
2012-2-14,30,27,23,23,22,21,94,77,66,1017,1016,1014,10,10,10,21,8,,0.00,1,Lluvia-Tormenta,119<br />
2012-2-15,30,27,23,23,22,20,94,77,66,1019,1017,1016,10,10,10,21,8,,0.00,2,,146<br />
2012-2-16,28,26,23,23,22,22,94,81,70,1019,1017,1016,10,10,10,24,11,,0.00,3,,144<br />
2012-2-17,28,26,23,23,22,20,89,78,69,1017,1016,1014,10,10,10,26,11,,0.00,1,,133<br />
2012-2-18,29,26,23,22,21,21,88,74,62,1017,1015,1013,10,10,10,27,11,,0.00,1,,148<br />
2012-2-19,31,27,23,22,21,20,88,68,55,1016,1014,1012,10,10,10,16,8,,0.00,1,,329<br />
2012-2-20,29,27,24,23,21,20,83,71,62,1014,1012,1010,10,10,10,16,6,,0.00,2,,93<br />
2012-2-21,32,27,23,21,21,20,83,67,49,1014,1012,1009,10,10,10,14,6,,0.00,1,,42<br />
2012-2-22,33,28,24,23,21,19,89,66,46,1010,1009,1006,10,10,8,19,10,,0.00,4,Lluvia-Tormenta,344<br />
2012-2-23,28,26,23,23,21,19,89,76,65,1010,1009,1007,10,10,10,24,13,,0.00,2,,152<br />
2012-2-24,30,26,22,23,22,21,94,83,58,1012,1010,1009,10,9,6,27,11,,0.00,1,,151<br />
2012-2-25,29,26,22,24,22,21,100,81,66,1011,1009,1006,10,7,2,23,10,,0.00,1,Niebla,160<br />
2012-2-26,34,29,24,24,22,20,89,66,46,1011,1009,1007,10,10,10,19,10,,0.00,2,,35<br />
2012-2-27,31,27,24,24,23,20,94,76,58,1013,1012,1010,10,10,10,26,11,,0.00,1,,153<br />
2012-2-28,29,26,23,25,23,21,100,80,66,1014,1012,1010,10,6,1,26,11,,0.00,3,Niebla,159<br />
2012-2-29,31,27,24,22,21,20,83,67,52,1013,1011,1009,10,10,10,23,11,,0.00,1,,151<br />
2012-3-1,31,27,23,23,21,19,89,69,51,1012,1010,1009,,,,24,11,,0.00,,,142<br />
2012-3-2,33,28,24,23,22,19,89,71,46,1013,1011,1009,10,7,5,29,13,,0.00,1,,118<br />
2012-3-3,30,28,25,25,24,22,89,83,70,1016,1015,1014,10,9,5,24,14,,0.00,2,,166<br />
2012-3-4,28,26,24,24,23,23,100,90,74,1017,1016,1014,10,8,5,16,10,,0.00,3,Tormenta,158<br />
2012-3-5,28,26,23,24,23,23,100,86,79,1017,1016,1014,10,9,5,27,11,,0.00,2,,135<br />
2012-3-6,27,26,24,24,23,22,89,83,78,1018,1016,1015,10,10,10,27,11,,0.00,1,,158<br />
2012-3-7,27,24,22,23,22,21,94,85,70,1018,1017,1015,10,10,10,26,11,,0.00,2,,157<br />
2012-3-8,27,24,23,23,22,21,100,82,74,1017,1016,1014,10,10,10,26,11,,0.00,1,,141<br />
2012-3-9,28,24,22,23,22,20,94,79,70,1016,1014,1013,10,10,10,29,11,,0.00,1,,167<br />
2012-3-10,28,24,22,22,21,18,94,73,65,1017,1015,1011,10,10,10,27,10,,0.00,1,,141<br />
2012-3-11,28,26,23,23,21,20,89,73,62,1015,1014,1012,10,9,7,24,11,,0.00,5,Lluvia,146<br />
2012-3-12,30,27,23,24,22,21,100,81,62,1013,1012,1011,10,8,6,26,11,,0.00,3,Lluvia-Tormenta,355<br />
2012-3-13,29,26,22,23,22,21,94,78,66,1013,1011,1009,10,9,6,21,10,,0.00,4,Lluvia-Tormenta,50<br />
2012-3-14,33,29,25,24,22,2,89,69,22,1011,1010,1008,10,10,8,24,11,,0.00,3,Lluvia-Tormenta,349<br />
2012-3-15,34,29,23,25,23,21,100,76,49,1013,1011,1008,10,9,7,32,13,,0.00,3,Lluvia,114<br />
2012-3-16,26,24,23,24,22,22,100,88,78,1016,1014,1013,10,7,3,16,11,,0.00,7,Lluvia,232<br />
2012-3-17,29,26,22,23,22,19,100,82,66,1017,1016,1015,10,9,5,23,10,,0.00,3,Lluvia,160<br />
2012-3-18,27,24,22,22,21,19,94,78,61,1017,1016,1014,10,9,5,21,11,,0.00,4,,159<br />
2012-3-19,27,24,23,22,21,20,88,78,65,1016,1015,1014,10,10,10,19,11,,0.00,5,,139<br />
2012-3-20,28,26,23,22,21,20,89,77,62,1015,1013,1011,10,10,10,24,11,,0.00,4,,156<br />
2012-3-21,30,27,23,24,23,21,94,79,66,1013,1010,1007,10,10,10,23,11,,0.00,1,,136<br />
2012-3-22,33,28,24,24,23,21,94,71,55,1009,1007,1004,10,10,10,23,11,,0.00,3,Lluvia-Tormenta,16<br />
2012-3-23,29,26,23,24,22,2,100,84,22,1010,1008,1006,10,9,6,29,11,,0.00,5,Lluvia-Tormenta,167<br />
2012-3-24,29,26,23,25,23,23,100,91,79,1014,1011,1009,10,7,1,23,8,,0.00,5,Lluvia-Tormenta,130<br />
2012-3-25,29,26,23,25,23,23,100,87,70,1015,1014,1012,10,8,4,24,10,,0.00,3,,148<br />
2012-3-26,28,26,24,25,24,23,100,89,79,1015,1012,1011,10,10,10,24,10,,0.00,3,,149<br />
2012-3-27,32,28,24,25,24,23,94,80,62,1012,1010,1009,10,10,10,26,10,,0.00,1,,72<br />
2012-3-28,28,24,21,24,22,20,100,91,74,1017,1013,1010,10,5,3,35,14,60,0.00,7,Lluvia,190<br />
2012-3-29,27,23,21,24,21,2,100,88,22,1020,1014,1008,10,6,1,32,10,50,0.00,7,Lluvia-Tormenta,162<br />
2012-3-30,27,24,23,23,22,21,94,84,74,1020,1018,1017,10,9,4,21,10,,0.00,5,,131<br />
2012-3-31,28,26,23,23,22,20,94,84,70,1019,1017,1016,10,9,4,27,10,,0.00,3,,146<br />
2012-4-1,27,24,22,22,22,21,100,84,70,1018,1016,1015,10,9,6,21,11,,0.00,3,,137<br />
2012-4-2,27,24,23,23,23,21,94,84,78,1017,1015,1013,10,10,10,26,11,,0.00,2,,158<br />
2012-4-3,28,26,24,24,23,22,94,87,79,1016,1014,1013,10,6,5,21,10,,0.00,3,,93<br />
2012-4-4,29,26,23,24,23,22,94,81,70,1015,1013,1011,10,9,5,19,10,,0.00,3,,131<br />
2012-4-5,28,26,24,24,23,22,89,84,74,1011,1010,1008,10,10,10,26,13,,0.00,2,Tormenta,137<br />
2012-4-6,29,27,24,24,23,22,94,81,70,1013,1010,1008,10,10,7,26,13,,0.00,3,Lluvia,180<br />
2012-4-7,27,26,24,24,23,23,100,89,79,1015,1013,1012,10,8,5,24,10,,0.00,6,,131<br />
2012-4-8,28,26,23,25,23,22,94,87,79,1015,1013,1011,10,10,8,24,11,,0.00,1,,164<br />
2012-4-9,29,26,23,25,23,21,100,87,74,1017,1015,1013,10,6,4,24,8,,0.00,5,Lluvia-Tormenta,72<br />
2012-4-10,28,26,23,24,23,22,94,87,74,1018,1017,1016,10,9,4,21,10,,0.00,3,,54<br />
2012-4-11,28,26,23,24,23,22,94,84,74,1019,1017,1016,10,10,10,21,10,,0.00,2,,131<br />
2012-4-12,29,27,24,24,23,22,89,78,70,1017,1014,1012,10,10,10,21,8,,0.00,1,,86<br />
2012-4-13,30,27,23,24,23,21,94,82,70,1013,1012,1011,10,10,10,27,11,,0.00,3,,124<br />
2012-4-14,28,26,24,24,24,23,94,87,74,1012,1010,1008,10,9,7,24,13,,0.00,1,,156<br />
2012-4-15,33,28,24,26,24,22,94,79,58,1013,1010,1007,10,9,5,34,16,50,0.00,5,Lluvia,232<br />
2012-4-16,24,23,22,23,22,20,94,89,83,1018,1016,1015,10,9,4,16,10,,0.00,6,Lluvia,332<br />
2012-4-17,28,24,22,22,21,20,94,80,66,1020,1018,1017,10,9,6,21,11,,0.00,2,,119<br />
2012-4-18,27,24,22,22,21,20,88,78,69,1019,1018,1017,10,10,10,21,10,,0.00,1,,134<br />
2012-4-19,27,24,22,22,21,19,88,77,69,1018,1015,1013,10,10,10,23,10,,0.00,1,,122<br />
2012-4-20,27,23,21,23,21,19,89,77,61,1014,1012,1010,10,10,10,19,11,,0.00,1,,122<br />
2012-4-21,26,24,23,23,23,22,94,89,83,1012,1011,1009,8,6,5,16,10,,0.00,7,Lluvia,94<br />
2012-4-22,24,22,21,23,22,20,100,92,83,1016,1014,1012,10,7,4,14,8,,0.00,8,Lluvia,207<br />
2012-4-23,26,23,21,21,21,20,100,83,74,1017,1016,1014,10,9,7,13,6,,0.00,5,,112<br />
2012-4-24,27,24,22,22,21,21,94,84,70,1016,1015,1013,10,9,6,23,11,,0.00,3,,101<br />
2012-4-25,27,24,22,23,22,21,94,84,74,1016,1013,1011,10,10,9,21,10,,0.00,1,,126<br />
2012-4-26,30,27,23,24,22,20,94,75,62,1010,1007,1004,10,10,8,34,10,48,0.00,4,,349<br />
2012-4-27,31,27,24,24,22,20,94,76,55,1014,1010,1005,10,10,8,32,14,48,0.00,5,,218<br />
2012-4-28,26,24,23,22,21,21,89,81,74,1016,1014,1012,10,10,9,13,10,,0.00,6,,118<br />
2012-4-29,28,24,22,22,20,17,94,76,51,1014,1011,1008,10,10,7,24,13,,0.00,6,Lluvia,288<br />
2012-4-30,23,21,20,21,21,20,100,94,88,1016,1015,1013,10,6,4,23,11,,0.00,8,Lluvia,213<br />
2012-5-1,21,19,18,18,16,14,94,82,64,1020,1018,1016,10,8,5,21,11,,0.00,7,Lluvia,286<br />
2012-5-2,25,21,18,18,17,15,83,68,54,1022,1021,1019,10,10,10,19,13,,0.00,3,,298<br />
2012-5-3,26,23,20,20,19,19,94,81,65,1024,1023,1021,10,10,8,21,11,,0.00,3,,165<br />
2012-5-4,26,23,21,21,20,19,94,81,69,1024,1022,1020,10,9,4,19,10,,0.00,4,Lluvia,127<br />
2012-5-5,26,23,21,21,21,19,94,82,65,1021,1019,1017,10,10,10,21,8,,0.00,2,,91<br />
2012-5-6,26,23,21,21,20,19,88,78,65,1021,1019,1018,10,10,10,21,10,,0.00,3,,133<br />
2012-5-7,25,22,20,20,19,18,94,81,69,1024,1023,1021,10,10,10,16,8,,0.00,4,,126<br />
2012-5-8,24,22,20,20,19,18,100,84,73,1024,1022,1020,10,8,3,19,10,,0.00,6,Lluvia,53<br />
2012-5-9,26,23,21,20,19,18,88,77,61,1020,1017,1016,10,9,7,23,10,,0.00,2,,88<br />
2012-5-10,27,23,20,21,20,18,88,77,65,1015,1013,1012,9,9,9,19,8,,0.00,1,,51<br />
2012-5-11,30,26,21,23,22,20,94,78,66,1014,1012,1010,10,9,8,11,8,,0.00,1,,22<br />
2012-5-12,31,26,22,22,19,15,88,64,38,1011,1009,1006,10,10,10,27,11,,0.00,4,,303<br />
2012-5-13,25,22,20,22,21,19,100,89,83,1018,1014,1012,10,6,3,24,10,,0.00,7,Lluvia,176<br />
2012-5-14,23,20,18,19,18,17,94,88,73,1020,1019,1017,10,8,4,13,5,,0.00,7,Lluvia,48<br />
2012-5-15,21,19,18,18,17,17,100,88,78,1021,1020,1018,10,9,3,21,8,,0.00,8,Lluvia,57<br />
2012-5-16,25,22,19,19,18,17,94,80,65,1020,1019,1018,10,8,4,27,10,39,0.00,3,Lluvia,116<br />
2012-5-17,25,22,20,20,18,17,94,80,65,1021,1020,1019,10,10,9,19,10,,0.00,4,Lluvia,86<br />
2012-5-18,24,21,19,19,18,17,94,79,73,1022,1021,1019,10,9,7,16,8,,0.00,4,,57<br />
2012-5-19,25,21,18,18,17,14,94,72,64,1023,1021,1019,10,10,10,24,11,,0.00,3,,68<br />
2012-5-20,25,22,19,18,17,15,83,70,57,1023,1021,1020,10,10,10,19,8,,0.00,1,,63<br />
2012-5-21,25,22,19,18,17,16,83,72,61,1023,1021,1019,10,10,10,23,8,,0.00,2,,73<br />
2012-5-22,24,22,20,19,18,15,83,76,65,1022,1020,1018,10,10,10,21,8,,0.00,1,,81<br />
2012-5-23,25,22,19,20,19,17,94,80,69,1022,1020,1017,10,10,10,19,10,,0.00,1,,75<br />
2012-5-24,24,21,19,20,19,17,88,81,69,1020,1018,1016,,,,11,6,,0.00,,,74<br />
2012-5-25,27,23,20,21,19,18,94,79,61,1021,1014,1012,10,10,10,11,6,,0.00,5,,344<br />
2012-5-26,27,24,22,20,19,15,88,71,51,1016,1013,1011,10,10,10,23,14,,0.00,3,,192<br />
2012-5-27,25,22,20,21,21,19,94,89,74,1018,1016,1015,10,7,5,21,10,,0.00,2,,123<br />
2012-5-28,26,23,20,22,21,20,100,86,69,1018,1017,1015,9,4,2,19,10,,0.00,4,,61<br />
2012-5-29,27,24,22,23,22,20,94,84,70,1017,1015,1013,10,9,5,14,10,,0.00,1,,131<br />
2012-5-30,30,26,22,23,22,20,100,82,58,1014,1012,1010,10,7,5,16,11,,0.00,1,,14<br />
2012-5-31,26,24,23,23,22,21,94,86,83,1019,1017,1015,9,8,7,21,13,,0.00,6,,168<br />
2012-6-1,25,24,23,22,21,21,94,86,78,1020,1018,1017,10,8,7,23,10,,0.00,6,Lluvia,155<br />
2012-6-2,26,23,22,22,21,21,94,86,78,1019,1017,1014,10,9,6,23,8,,0.00,5,Lluvia,106<br />
2012-6-3,31,26,22,23,21,18,100,76,46,1013,1011,1008,7,4,0,16,13,,0.00,5,Niebla,344<br />
2012-6-4,32,27,23,23,21,20,89,71,49,1013,1010,1009,9,9,9,14,6,,0.00,,,12<br />
2012-6-5,27,26,24,22,22,20,89,83,74,1015,1013,1012,10,10,9,23,11,,0.00,5,Lluvia,169<br />
2012-6-6,24,23,22,23,22,22,100,95,89,1019,1018,1016,10,6,4,16,8,,0.00,7,Lluvia,149<br />
2012-6-7,23,21,19,22,20,19,100,92,83,1021,1018,1016,8,4,1,47,13,39,0.00,8,Lluvia,205<br />
2012-6-8,22,20,18,19,19,18,100,90,78,1020,1019,1018,10,7,2,13,6,,0.00,7,Lluvia,176<br />
2012-6-9,21,20,20,20,19,18,94,93,88,1022,1020,1019,10,5,3,23,13,,0.00,8,Lluvia,118<br />
2012-6-10,24,21,19,20,19,18,100,82,73,1022,1020,1019,10,10,8,13,6,,0.00,5,,113<br />
2012-6-11,26,22,19,20,18,16,94,79,61,1018,1017,1014,10,9,4,26,10,45,0.00,6,Lluvia,326<br />
2012-6-12,25,22,19,21,19,18,94,85,74,1020,1019,1017,10,10,10,16,10,,0.00,3,,167<br />
2012-6-13,24,23,22,21,21,20,94,87,78,1021,1020,1018,10,9,5,21,8,,0.00,4,,122<br />
2012-6-14,26,23,21,21,21,19,94,84,65,1020,1019,1017,10,9,5,16,8,,0.00,2,,164<br />
2012-6-15,24,22,21,21,21,20,100,90,83,1020,1017,1015,8,6,3,19,8,,0.00,3,,106<br />
2012-6-16,27,23,20,21,20,17,100,78,61,1017,1015,1013,10,7,4,13,8,,0.00,1,,9<br />
2012-6-17,25,23,21,20,19,18,94,81,73,1019,1017,1016,10,10,10,21,11,,0.00,3,,167<br />
2012-6-18,28,24,21,22,20,18,94,82,62,1016,1013,1010,10,9,8,13,8,,0.00,1,,1<br />
2012-6-19,30,26,22,21,21,17,94,76,45,1014,1012,1010,9,9,9,14,11,,0.00,8,Lluvia,351<br />
2012-6-20,24,23,22,22,22,21,94,93,88,1013,1011,1009,10,7,5,23,10,,0.00,7,Lluvia,119<br />
2012-6-21,25,23,22,22,21,21,100,90,83,1015,1013,1012,10,8,4,19,13,,0.00,7,Lluvia,177<br />
2012-6-22,27,23,21,23,20,16,94,80,57,1018,1012,1008,10,8,1,26,13,45,0.00,6,Lluvia-Tormenta,190<br />
2012-6-23,24,22,21,18,17,16,83,74,65,1025,1023,1020,10,10,10,21,10,,0.00,5,,198<br />
2012-6-24,24,21,19,20,19,18,94,83,73,1025,1023,1021,10,9,5,19,8,,0.00,2,,83<br />
2012-6-25,25,22,19,19,19,17,88,80,69,1023,1021,1020,10,10,10,21,13,,0.00,5,,185<br />
2012-6-26,25,23,21,21,19,16,94,81,65,1025,1024,1023,10,8,4,21,10,,0.00,3,Lluvia,116<br />
2012-6-27,25,22,19,20,18,16,94,77,65,1025,1023,1022,10,10,10,19,8,,0.00,1,,33<br />
2012-6-28,26,23,20,21,20,18,94,81,65,1024,1022,1020,9,9,8,19,8,,0.00,,,159<br />
2012-6-29,26,23,20,23,21,17,100,84,69,1021,1019,1017,10,4,0,16,10,,0.00,3,Niebla,80<br />
2012-6-30,28,24,20,21,20,18,100,80,58,1030,1019,1017,10,8,7,16,10,,0.00,3,,1<br />
2012-7-1,27,23,21,22,21,19,89,81,61,1020,1018,1016,9,8,7,16,10,,0.00,,,64<br />
2012-7-2,28,24,21,22,21,18,100,82,54,1020,1018,1016,8,6,4,13,10,,0.00,4,,27<br />
2012-7-3,28,24,21,21,19,17,94,74,54,1020,1018,1016,8,7,6,13,10,,0.00,,,1<br />
2012-7-4,29,24,20,19,17,13,83,66,39,1019,1017,1015,10,10,10,11,8,,0.00,1,,9<br />
2012-7-5,27,23,20,20,19,18,88,75,58,1019,1017,1016,10,10,10,19,8,,0.00,1,,113<br />
2012-7-6,29,24,21,21,18,16,88,69,48,1017,1015,1013,10,10,10,13,8,,0.00,1,,319<br />
2012-7-7,28,24,21,21,19,18,88,75,58,1017,1016,1015,10,10,10,21,13,,0.00,1,,166<br />
2012-7-8,22,20,18,19,18,16,94,86,78,1024,1021,1017,10,7,3,21,11,42,0.00,6,Lluvia,224<br />
2012-7-9,22,20,18,18,16,13,94,75,57,1026,1024,1023,10,10,8,14,6,,0.00,4,,72<br />
2012-7-10,23,19,16,16,14,12,83,66,50,1022,1017,1014,10,10,10,11,6,,0.00,1,,18<br />
2012-7-11,26,22,18,18,17,15,88,70,54,1013,1011,1009,,,,14,11,,0.00,,,339<br />
2012-7-12,24,22,20,20,19,19,94,89,78,1010,1009,1006,10,6,2,27,11,52,0.00,5,Lluvia-Tormenta,50<br />
2012-7-13,22,21,20,17,16,15,78,71,68,1020,1016,1013,10,10,10,19,13,,0.00,7,,206<br />
2012-7-14,23,21,19,18,17,16,88,77,69,1022,1021,1019,10,9,6,16,10,,0.00,5,,148<br />
2012-7-15,22,20,19,17,16,15,88,77,68,1025,1023,1022,10,9,8,13,11,,0.00,7,,200<br />
2012-7-16,20,19,18,17,17,16,94,88,78,1025,1024,1023,10,7,4,16,8,,0.00,8,Lluvia,116<br />
2012-7-17,24,21,19,19,18,17,88,79,69,1023,1020,1017,10,10,8,16,10,,0.00,4,,54<br />
2012-7-18,22,20,19,20,18,15,94,86,78,1021,1018,1016,10,9,4,24,11,,0.00,7,Lluvia,195<br />
2012-7-19,20,18,17,17,16,15,88,82,73,1023,1021,1020,10,8,4,19,10,,0.00,6,Lluvia,282<br />
2012-7-20,22,19,17,18,17,15,94,82,69,1021,1018,1016,10,9,7,19,8,,0.00,2,,121<br />
2012-7-21,23,20,18,20,18,17,100,87,73,1018,1016,1014,9,5,1,16,8,,0.00,6,,346<br />
2012-7-22,26,22,19,20,18,12,94,74,44,1019,1017,1016,9,7,6,13,11,,0.00,,,73<br />
2012-7-23,24,21,19,21,20,17,94,85,73,1020,1019,1018,10,8,5,23,13,,0.00,2,,155<br />
2012-7-24,28,24,21,22,21,18,94,80,54,1020,1017,1015,7,5,3,16,8,,0.00,6,,350<br />
2012-7-25,31,26,21,21,19,14,94,73,35,1019,1016,1014,10,9,6,32,14,47,0.00,4,,208<br />
2012-7-26,28,24,21,21,20,19,94,76,61,1018,1016,1014,8,6,6,14,6,,0.00,2,,348<br />
2012-7-27,28,24,21,20,19,18,94,78,61,1020,1017,1014,10,9,6,29,11,47,0.00,3,,297<br />
2012-7-28,25,23,21,21,20,19,94,84,69,1022,1019,1018,10,7,5,21,11,,0.00,4,,156<br />
2012-7-29,26,23,20,21,20,19,94,80,69,1017,1015,1013,9,7,5,14,10,,0.00,4,,125<br />
2012-7-30,26,23,22,20,19,18,88,79,65,1025,1023,1019,10,9,8,21,11,,0.00,3,,185<br />
2012-7-31,24,22,20,21,20,18,94,88,78,1028,1026,1025,10,8,4,23,10,,0.00,4,,145<br />
2012-8-1,25,23,21,21,19,18,88,81,73,1026,1023,1022,10,10,10,19,6,42,0.00,4,,100<br />
2012-8-2,27,23,20,21,19,18,88,79,69,1026,1022,1019,10,10,10,19,6,,0.00,2,,100<br />
2012-8-3,28,24,20,20,19,18,88,76,54,1021,1019,1017,10,10,10,19,10,,0.00,1,,28<br />
2012-8-4,28,24,21,22,21,19,94,83,62,1020,1017,1016,10,10,10,16,11,,0.00,1,,74<br />
2012-8-5,27,23,20,21,19,16,94,82,51,1019,1017,1015,10,7,2,24,14,42,0.00,6,Lluvia,220<br />
2012-8-6,25,22,19,17,16,14,78,69,57,1022,1020,1019,10,10,10,23,13,,0.00,3,,193<br />
2012-8-7,23,20,17,17,16,15,94,74,61,1024,1022,1021,10,9,8,23,10,,0.00,2,,103<br />
2012-8-8,25,21,18,19,18,16,88,76,65,1025,1024,1022,10,10,10,24,10,,0.00,3,,105<br />
2012-8-9,26,22,19,19,17,16,88,72,57,1024,1021,1019,10,10,10,19,10,40,0.00,1,,79<br />
2012-8-10,26,22,19,20,18,15,94,74,61,1023,1020,1016,10,8,2,24,11,42,0.00,4,Lluvia,147<br />
2012-8-11,26,23,20,19,18,15,83,69,51,1022,1021,1019,10,10,10,26,11,,0.00,1,,66<br />
2012-8-12,27,23,20,20,18,16,83,72,51,1024,1022,1021,10,10,10,16,8,,0.00,1,,86<br />
2012-8-13,28,24,21,21,19,17,88,72,51,1025,1024,1023,10,10,10,16,10,,0.00,1,,58<br />
2012-8-14,26,23,21,20,19,18,88,77,69,1026,1024,1023,10,10,10,23,10,,0.00,3,,63<br />
