
CET,Temperatura máximaC,Temperatura mediaC,Temperatura mínimaC,Punto de rocíoC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presión al nivel del marhPa, Mean Presión al nivel del marhPa, Min Presión al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de ráfagasKm/h,Precipitaciónmm, CloudCover, Eventos,WindDirDegrees<br />
2014-2-4,13,10,8,11,8,6,95,89,77,1017,1014,1012,14,10,6,21,5,,1.02,4,Lluvia,145<br />
2014-2-5,11,9,7,10,7,5,94,89,79,1016,1014,1009,10,9,5,26,11,,7.87,4,Lluvia,156<br />
2014-2-6,13,9,5,9,6,3,95,81,54,1017,1012,1007,19,10,6,34,14,55,0.00,3,Lluvia,348<br />
2014-2-7,14,9,3,9,6,2,93,79,55,1017,1015,1013,19,10,6,34,10,50,0.51,3,Lluvia,147<br />
2014-2-8,15,12,9,11,9,7,94,84,56,1013,1012,1009,11,9,6,27,16,,1.02,3,Lluvia,177<br />
2014-2-9,14,11,9,11,8,3,94,80,43,1012,1007,1004,11,9,6,26,18,52,7.87,4,Lluvia,195<br />
2014-2-10,14,11,8,12,9,7,94,83,61,1012,1006,1002,11,8,3,55,27,82,8.89,5,Lluvia,148<br />
2014-2-11,13,11,9,12,10,8,94,88,66,1006,1004,1002,14,9,6,16,11,,3.05,6,Lluvia,113<br />
2014-2-12,14,10,5,9,7,4,93,84,58,1013,1007,1002,26,10,6,13,5,,5.08,3,Lluvia-Tormenta,349<br />
2014-2-13,14,9,3,8,6,2,100,82,57,1015,1013,1011,11,10,10,34,6,,0.00,3,,164<br />
2014-2-14,17,13,8,11,8,2,94,75,39,1015,1011,1008,14,10,6,26,14,32,0.00,2,,220<br />
2014-2-15,18,11,5,9,7,4,100,73,42,1018,1016,1015,19,12,10,27,6,,0.00,1,,150<br />
2014-2-16,19,13,8,10,8,6,87,64,37,1018,1016,1014,19,11,10,35,13,52,0.00,2,,166<br />
2014-2-17,19,13,8,12,9,7,94,68,44,1018,1016,1015,19,14,10,39,11,45,0.00,,,146<br />
2014-2-18,22,15,8,10,4,-3,93,49,12,1018,1016,1012,14,11,10,48,10,76,0.00,2,,141<br />
2014-2-19,20,17,13,15,9,0,94,67,21,1014,1012,1011,14,10,10,48,34,69,0.25,3,,157<br />
2014-2-20,13,11,8,12,10,7,94,88,71,1014,1012,1011,10,9,3,23,11,,6.10,4,Lluvia,184<br />
2014-2-21,15,10,4,10,7,4,100,84,53,1014,1011,1010,14,10,8,13,3,,0.00,1,,207<br />
2014-2-22,16,11,7,11,9,5,94,83,59,1017,1014,1012,31,11,10,24,8,,0.00,2,Lluvia,179<br />
2014-2-23,14,9,4,7,4,1,100,77,40,1020,1017,1016,19,11,10,19,5,,0.00,1,,16<br />
2014-2-24,16,9,3,6,3,0,93,72,36,1020,1019,1017,19,12,10,11,6,,0.00,1,,30<br />
2014-2-25,15,9,3,7,5,2,100,78,37,1021,1020,1018,19,11,10,13,3,,0.00,2,,285<br />
2014-2-26,15,10,5,10,8,5,100,85,60,1022,1021,1020,14,10,8,24,8,,1.02,4,Lluvia,145<br />
2014-2-27,15,11,8,11,9,7,100,86,56,1022,1020,1018,31,10,10,21,10,,0.00,3,Lluvia,176<br />
2014-2-28,11,9,6,10,8,5,100,91,76,1018,1012,1005,14,9,4,32,13,50,12.95,2,Lluvia-Tormenta,161<br />
2014-3-1,10,8,6,9,7,5,100,91,76,1005,998,996,10,7,3,45,23,60,8.89,5,Lluvia-Tormenta,155<br />
2014-3-2,9,6,3,6,4,3,100,86,70,1001,996,993,10,9,8,23,11,,0.25,3,Lluvia,116<br />
2014-3-3,14,8,1,9,5,0,100,82,43,1001,997,989,19,10,7,26,5,,7.87,4,Lluvia,144<br />
2014-3-4,12,9,6,9,7,4,94,90,76,997,991,987,10,9,6,27,13,,2.03,4,Lluvia,141<br />
2014-3-5,16,9,2,7,5,2,100,78,34,1009,1003,997,14,10,10,19,6,,0.00,2,Lluvia,17<br />
2014-3-6,14,11,7,7,6,3,87,70,44,1016,1012,1009,14,10,10,24,8,,0.00,2,,18<br />
2014-3-7,18,12,6,8,6,3,87,69,28,1019,1017,1015,19,11,10,14,5,34,0.00,2,,23<br />
2014-3-8,14,10,6,8,6,3,93,75,50,1024,1020,1018,11,10,10,16,6,,0.00,3,,34<br />
2014-3-9,18,12,5,8,4,0,87,67,25,1025,1022,1020,31,12,10,13,5,,0.00,2,,12<br />
2014-3-10,16,10,5,9,5,2,93,73,29,1020,1016,1015,11,10,10,14,6,,0.00,3,,40<br />
2014-3-11,14,9,5,9,6,4,100,77,55,1024,1019,1016,14,10,10,11,3,,0.00,5,,79<br />
2014-3-12,17,10,3,6,3,-1,87,62,22,1029,1027,1024,14,10,10,14,5,,0.00,2,,14<br />
2014-3-13,18,10,3,7,4,-1,93,65,25,1029,1026,1025,14,10,10,13,3,,0.00,1,,53<br />
2014-3-14,18,11,5,10,7,4,100,76,38,1026,1024,1022,14,10,10,13,3,,0.00,1,,178<br />
2014-3-15,18,12,7,11,8,6,95,78,33,1023,1019,1015,14,9,8,14,3,,0.00,2,,249<br />
2014-3-16,19,12,6,11,8,6,100,79,38,1018,1015,1013,10,9,7,13,5,,0.00,1,,150<br />
2014-3-17,19,12,6,13,9,5,100,81,60,1023,1020,1018,19,8,5,13,3,,0.00,0,,218<br />
2014-3-18,18,12,6,16,9,4,100,82,38,1023,1022,1021,14,9,6,16,6,,0.00,2,,186<br />
2014-3-19,18,12,7,12,9,5,94,82,55,1023,1021,1020,10,8,6,14,6,,0.00,3,,170<br />
2014-3-20,21,13,7,12,9,6,94,78,52,1024,1023,1022,10,6,3,16,2,,0.00,1,,348<br />
2014-3-21,19,13,8,12,9,6,94,78,49,1022,1021,1019,10,8,6,19,6,,0.00,2,,191<br />
2014-3-22,16,13,10,13,11,7,94,84,65,1020,1016,1013,10,10,8,26,11,40,1.02,3,Lluvia,167<br />
2014-3-23,14,11,8,13,9,4,100,83,58,1013,1008,1006,11,9,3,37,24,53,4.06,4,Lluvia-Tormenta,192<br />
2014-3-24,13,9,5,7,4,2,87,73,45,1010,1007,1004,16,10,6,27,13,53,6.10,3,Lluvia-Tormenta,243<br />
2014-3-25,12,7,2,6,3,0,87,76,39,1011,1007,1005,10,9,8,24,5,,1.02,3,Lluvia,105<br />
2014-3-26,14,9,4,7,4,2,87,67,39,1007,1005,1003,14,10,9,21,6,,0.00,4,Lluvia,121<br />
2014-3-27,11,9,8,7,6,4,87,76,58,1004,1000,998,19,10,6,27,14,48,3.05,6,Lluvia,82<br />
2014-3-28,16,11,5,7,5,3,87,70,38,1016,1010,1004,14,10,10,23,10,,0.00,3,Lluvia,9<br />
2014-3-29,19,12,4,9,6,3,87,66,31,1020,1019,1017,26,12,10,14,3,,0.00,1,,330<br />
2014-3-30,20,14,8,8,6,1,87,65,24,1021,1017,1016,14,11,10,13,5,,0.00,1,,218<br />
2014-3-31,20,13,6,8,6,4,87,65,25,1017,1016,1014,14,10,10,16,5,,0.00,1,,315<br />
2014-4-1,19,12,6,11,7,3,88,70,26,1017,1016,1016,14,10,10,16,5,,0.00,2,,211<br />
2014-4-2,19,13,7,10,8,4,87,73,35,1017,1016,1014,14,10,10,11,5,,0.00,2,,187<br />
2014-4-3,21,14,8,10,4,-3,87,55,19,1015,1010,1004,19,10,8,34,6,,0.00,3,,133<br />
2014-4-4,18,14,12,12,8,-1,88,68,32,1005,1002,999,19,9,3,39,10,60,0.25,3,Lluvia-Tormenta,186<br />
2014-4-5,17,13,9,10,8,6,88,71,50,1009,1006,1004,14,10,10,14,3,,0.00,3,,360<br />
2014-4-6,22,15,8,9,6,3,88,60,22,1014,1012,1009,31,11,10,19,6,,0.00,2,,352<br />
2014-4-7,23,17,10,12,8,5,87,62,22,1019,1016,1014,14,10,10,14,8,,0.00,1,,215<br />
2014-4-8,23,17,10,14,11,7,88,70,35,1021,1019,1018,14,10,10,14,3,,0.00,1,,216<br />
2014-4-9,20,16,12,12,10,7,88,70,49,1019,1016,1014,11,10,10,16,5,,0.00,4,,272<br />
2014-4-10,18,13,8,10,5,1,88,58,28,1020,1018,1016,19,11,10,16,5,,0.00,1,,336<br />
2014-4-11,20,13,7,11,7,5,88,68,36,1018,1017,1015,11,10,10,14,5,,0.00,1,,213<br />
2014-4-12,18,13,8,11,9,5,88,75,55,1017,1016,1015,11,10,10,16,6,,0.00,2,,187<br />
2014-4-13,19,16,11,11,9,7,88,72,38,1016,1015,1013,31,10,6,14,5,,0.00,3,Lluvia,316<br />
2014-4-14,20,14,9,11,9,6,88,71,45,1018,1016,1015,19,10,8,16,5,,0.00,2,,201<br />
2014-4-15,18,12,7,11,7,1,82,72,43,1015,1011,1008,11,10,4,23,10,42,6.10,3,Lluvia-Tormenta,128<br />
2014-4-16,15,10,5,1,-3,-8,66,41,13,1018,1014,1012,19,12,10,35,13,60,0.00,2,,15<br />
2014-4-17,16,10,4,-1,-3,-5,65,41,15,1017,1014,1012,31,13,10,37,14,60,0.00,2,,12<br />
2014-4-18,19,12,5,9,3,-3,77,55,22,1013,1009,1006,31,12,10,19,8,27,0.00,2,,2<br />
2014-4-19,16,13,11,11,9,6,88,75,59,1008,1005,1003,11,9,4,37,18,58,2.03,4,Lluvia-Tormenta,153<br />
2014-4-20,18,13,9,11,7,-2,88,68,27,1008,1005,1004,19,8,0,16,6,,1.02,4,Niebla-Lluvia-Tormenta,170<br />
2014-4-21,22,15,8,11,8,4,82,64,30,1009,1006,1004,14,10,10,19,5,,0.00,2,,293<br />
2014-4-22,22,16,9,13,10,7,88,70,40,1013,1011,1009,14,10,10,27,5,,0.00,4,Lluvia,266<br />
2014-4-23,22,18,14,14,11,7,82,69,27,1013,1012,1010,14,9,6,14,5,,0.51,4,Lluvia-Tormenta,349<br />
2014-4-24,23,17,11,10,7,5,82,55,27,1013,1012,1011,14,11,10,34,10,53,0.00,2,,357<br />
2014-4-25,23,17,11,12,10,8,82,66,34,1013,1010,1009,26,11,10,24,6,,0.00,1,,183<br />
2014-4-26,21,17,13,13,11,9,88,74,45,1009,1008,1007,11,9,0,19,5,,12.95,4,Niebla-Lluvia-Tormenta,284<br />
2014-4-27,17,14,12,12,11,8,82,77,56,1009,1006,1004,11,6,1,19,8,,3.05,5,Lluvia-Tormenta,186<br />
2014-4-28,18,14,11,11,9,7,82,73,44,1008,1005,1003,14,9,6,14,5,,0.25,3,Lluvia-Tormenta,232<br />
2014-4-29,17,13,8,9,7,5,82,66,39,1010,1007,1005,31,10,7,16,8,,0.00,2,Lluvia-Tormenta,327<br />
2014-4-30,18,14,9,12,9,6,82,71,52,1011,1010,1008,14,10,10,24,6,39,0.00,3,,192<br />
2014-5-1,20,14,8,10,7,3,87,65,23,1011,1009,1008,31,11,10,16,6,26,0.00,2,,289<br />
2014-5-2,15,12,10,12,9,8,88,77,60,1011,1008,1007,14,10,1,23,8,42,9.91,4,Lluvia,174<br />
2014-5-3,16,12,9,10,8,6,82,75,49,1008,1003,1001,14,10,3,21,8,,11.94,4,Lluvia-Tormenta,230<br />
2014-5-4,18,13,9,9,5,2,87,59,26,1011,1006,1003,31,11,10,21,8,,0.00,3,,11<br />
2014-5-5,19,13,7,8,6,3,81,58,26,1018,1015,1011,19,11,10,16,6,,0.00,1,,262<br />
2014-5-6,22,16,9,12,8,3,82,66,19,1022,1019,1018,19,12,10,14,5,,0.00,1,,178<br />
2014-5-7,21,16,11,12,8,5,88,65,29,1022,1020,1018,11,8,0,13,5,,0.00,3,Niebla,198<br />
2014-5-8,22,17,11,12,9,4,82,61,33,1018,1017,1016,19,11,10,14,5,,0.00,2,,231<br />
2014-5-9,23,17,11,14,11,5,88,66,38,1017,1016,1015,31,12,10,14,5,,0.00,1,,231<br />
2014-5-10,22,18,13,17,14,12,94,83,64,1017,1016,1015,11,8,5,16,6,,0.00,3,,205<br />
2014-5-11,21,18,14,16,14,12,94,77,55,1016,1014,1012,11,10,10,26,11,37,0.00,3,,185<br />
2014-5-12,23,19,15,16,14,10,94,75,43,1014,1013,1012,11,10,10,21,11,,0.00,3,,204<br />
2014-5-13,21,16,11,16,13,7,94,79,53,1014,1011,1009,19,10,10,37,16,55,0.51,3,Lluvia-Tormenta,178<br />
2014-5-14,21,14,8,10,6,0,95,60,15,1017,1013,1009,19,11,10,37,14,60,0.25,2,Lluvia,352<br />
2014-5-15,21,14,8,9,5,-1,82,56,17,1017,1015,1013,19,11,10,26,8,48,0.25,2,Lluvia,25<br />
2014-5-16,19,14,10,8,5,-1,67,50,28,1015,1013,1011,16,10,10,24,8,,0.00,6,,353<br />
2014-5-17,22,17,12,11,8,5,88,61,30,1018,1015,1014,31,12,10,19,5,26,0.00,3,,273<br />
2014-5-18,22,16,8,14,11,7,94,72,38,1018,1017,1016,19,11,10,23,8,39,0.00,2,,163<br />
2014-5-19,20,16,12,17,12,5,100,78,28,1017,1015,1014,14,10,10,21,6,,1.02,5,Lluvia,71<br />
2014-5-20,23,18,12,16,14,11,100,76,46,1019,1017,1016,14,10,10,13,3,,0.00,2,,252<br />
2014-5-21,25,19,13,18,14,12,94,73,41,1019,1018,1017,11,10,10,16,3,,0.00,1,,230<br />
2014-5-22,25,19,14,16,13,12,88,67,34,1017,1016,1013,14,11,10,16,5,45,0.00,3,,200<br />
2014-5-23,23,20,17,18,16,13,100,82,58,1017,1015,1012,14,10,7,21,8,,4.06,4,Lluvia,305<br />
2014-5-24,26,21,16,17,14,9,100,71,33,1016,1015,1014,31,9,6,16,3,,0.00,3,,302<br />
2014-5-25,27,20,13,17,14,10,88,65,40,1016,1014,1012,19,11,10,19,5,,0.00,3,,347<br />
2014-5-26,24,19,14,16,14,13,94,74,39,1016,1014,1013,19,10,8,14,8,,0.00,2,Lluvia-Tormenta,227<br />
2014-5-27,20,17,14,15,13,11,94,77,52,1016,1014,1013,19,11,10,23,10,35,0.00,3,,198<br />
2014-5-28,22,17,12,14,13,11,96,76,48,1014,1012,1011,19,10,10,23,10,,0.00,3,,185<br />
2014-5-29,23,19,14,15,11,5,94,68,23,1013,1011,1010,19,10,10,24,8,42,0.00,3,,303<br />
2014-5-30,24,18,12,22,12,8,100,71,33,1013,1012,1011,14,11,10,19,5,,0.00,2,,276<br />
2014-5-31,23,18,12,16,13,11,94,78,54,1014,1013,1012,14,10,10,21,3,40,0.00,3,Tormenta,276<br />
2014-6-1,23,17,11,14,11,7,100,67,25,1015,1014,1013,31,12,10,21,6,37,0.00,2,,357<br />
2014-6-2,24,17,11,15,12,8,100,69,29,1015,1014,1012,19,12,10,19,5,,0.00,2,,266<br />
2014-6-3,26,19,12,16,12,5,100,64,27,1013,1011,1010,19,11,10,14,6,,0.00,1,,256<br />
2014-6-4,26,20,13,16,12,7,94,62,23,1014,1011,1010,31,13,10,23,6,39,0.00,1,,287<br />
2014-6-5,25,19,14,17,13,10,94,66,33,1017,1015,1014,19,11,10,19,8,,0.00,1,,188<br />
2014-6-6,28,21,13,15,13,10,79,51,23,1019,1018,1017,11,10,10,16,5,,0.00,1,,251<br />
2014-6-7,31,23,16,17,13,9,83,54,23,1018,1017,1016,19,13,10,14,6,,0.00,1,,348<br />
2014-6-8,32,24,17,18,15,10,83,57,25,1018,1017,1016,11,10,10,14,5,,0.00,1,,223<br />
2014-6-9,34,26,18,18,14,11,88,49,19,1017,1016,1015,31,13,10,16,6,,0.00,1,,23<br />
2014-6-10,33,26,19,18,14,11,78,49,23,1017,1016,1015,19,11,10,16,5,,0.00,2,,304<br />
2014-6-11,34,27,19,22,18,16,88,62,32,1019,1017,1016,14,11,10,16,3,,0.00,1,,234<br />
2014-6-12,34,27,20,22,19,17,94,69,28,1019,1017,1016,14,10,10,19,5,37,0.51,2,Lluvia-Tormenta,39<br />
2014-6-13,32,24,17,20,18,15,94,67,40,1016,1013,1011,14,11,10,16,5,,0.00,2,,287<br />
2014-6-14,29,23,17,22,19,16,100,80,53,1011,1009,1007,11,9,5,34,6,60,21.08,2,Lluvia-Tormenta,160<br />
2014-6-15,25,21,17,20,17,15,100,90,62,1009,1008,1007,14,9,1,24,6,64,93.98,3,Lluvia-Tormenta,26<br />
2014-6-16,23,19,14,18,15,13,100,82,42,1013,1009,1008,31,10,2,27,6,71,12.95,3,Lluvia-Tormenta,47<br />
2014-6-17,23,19,15,18,16,15,100,86,64,1011,1009,1008,10,9,2,23,8,40,44.96,3,Lluvia-Tormenta,18<br />
2014-6-18,23,17,12,18,15,9,100,84,59,1014,1012,1010,14,10,3,23,5,29,5.08,2,Lluvia-Tormenta,63<br />
2014-6-19,25,20,15,17,14,10,94,71,30,1014,1013,1011,31,11,10,23,5,47,0.25,2,Lluvia-Tormenta,356<br />
2014-6-20,26,20,14,15,13,10,94,65,30,1014,1013,1012,19,11,10,21,6,,0.00,1,,323<br />
2014-6-21,26,21,16,17,14,11,88,67,37,1017,1015,1013,14,11,10,19,6,,0.00,2,,174<br />
2014-6-22,28,21,15,18,15,12,88,67,37,1021,1019,1017,14,11,10,21,5,,0.00,1,,193<br />
2014-6-23,29,22,16,19,14,10,88,60,24,1022,1020,1016,19,11,10,24,8,,0.00,2,,174<br />
2014-6-24,30,23,16,19,13,7,82,52,16,1019,1014,1010,31,11,10,34,11,53,0.00,1,,161<br />
2014-6-25,27,23,21,22,19,17,94,76,55,1011,1010,1009,11,9,4,24,14,47,1.02,4,Lluvia-Tormenta,185<br />
2014-6-26,25,22,18,21,17,14,100,79,44,1013,1012,1010,11,10,4,11,5,,3.05,3,Lluvia-Tormenta,209<br />
2014-6-27,27,22,17,18,17,13,100,71,34,1018,1015,1013,19,11,10,16,5,,0.00,2,Lluvia-Tormenta,228<br />
2014-6-28,27,23,18,20,17,14,94,69,42,1019,1018,1017,19,12,10,19,5,,0.00,2,,201<br />
2014-6-29,28,22,17,19,14,11,88,59,32,1017,1013,1008,19,11,10,29,10,48,0.00,2,,138<br />
2014-6-30,27,23,20,21,17,12,95,66,35,1014,1010,1007,14,10,6,24,13,,0.00,3,Lluvia,256<br />
2014-7-1,27,22,18,19,18,16,94,82,57,1018,1016,1014,11,10,10,21,6,,0.00,1,,172<br />
2014-7-2,27,21,16,19,16,13,100,73,35,1022,1019,1017,14,10,10,14,5,,0.00,2,,180<br />
2014-7-3,30,23,16,17,15,10,100,66,22,1023,1022,1021,19,11,10,19,5,,0.00,2,,344<br />
2014-7-4,32,26,19,21,18,15,94,66,40,1021,1017,1014,14,12,10,27,8,,0.00,1,,122<br />
2014-7-5,27,24,21,23,20,14,94,74,46,1015,1013,1012,14,10,10,19,11,,0.00,2,,204<br />
2014-7-6,29,23,18,21,19,16,100,73,36,1015,1014,1014,10,10,10,19,3,,0.00,2,,264<br />
2014-7-7,29,24,18,23,20,18,100,77,52,1017,1015,1013,19,11,10,21,5,,0.00,3,,186<br />
2014-7-8,26,22,19,23,19,15,100,78,56,1013,1011,1009,19,10,10,26,13,47,0.00,3,,220<br />
2014-7-9,25,21,17,20,16,14,100,75,48,1012,1010,1009,14,10,10,21,11,39,0.00,2,,195<br />
2014-7-10,24,21,18,16,13,10,88,66,35,1009,1006,1005,31,10,10,21,10,47,0.25,2,Lluvia-Tormenta,232<br />
2014-7-11,26,20,15,19,13,7,94,66,35,1011,1008,1007,31,12,10,21,6,39,0.00,2,,312<br />
2014-7-12,25,22,18,19,17,13,94,74,47,1013,1012,1011,14,10,10,19,6,,1.02,3,Lluvia-Tormenta,206<br />
2014-7-13,23,20,17,18,17,15,94,83,53,1014,1013,1012,11,9,3,19,13,,2.03,2,Lluvia-Tormenta,185<br />
2014-7-14,24,21,17,19,17,15,94,77,54,1014,1013,1012,14,10,10,16,6,,0.51,3,Lluvia-Tormenta,294<br />
2014-7-15,28,22,16,20,16,11,94,70,31,1015,1014,1013,31,11,10,14,5,,0.00,1,,322<br />
2014-7-16,31,24,18,20,17,12,94,64,24,1017,1015,1014,19,12,10,19,5,,0.00,2,Tormenta,20<br />
2014-7-17,31,24,18,21,17,13,88,72,30,1017,1016,1015,19,11,5,27,6,61,6.10,2,Lluvia-Tormenta,25<br />
2014-7-18,32,24,17,18,15,11,94,58,25,1017,1016,1014,14,11,10,16,8,,0.00,1,,10<br />
2014-7-19,31,25,19,19,17,14,88,58,31,1016,1016,1015,14,11,10,14,5,,0.00,1,,234<br />
2014-7-20,33,27,21,20,17,14,83,56,30,1017,1015,1013,11,10,0,137,8,,0.00,3,,155<br />
2014-7-21,29,24,20,21,17,11,88,65,25,1014,1011,1009,11,10,8,97,19,58,0.00,4,Lluvia,190<br />
2014-7-22,23,21,18,20,18,15,100,83,60,1016,1007,1006,11,10,8,19,10,,3.05,3,Lluvia-Tormenta,146<br />
2014-7-23,29,23,18,19,16,12,94,71,39,1010,1008,1008,10,10,10,16,5,27,0.00,2,,320<br />
2014-7-24,27,23,20,20,18,15,94,72,48,1013,1011,1010,14,10,10,16,8,,0.00,2,,200<br />
2014-7-25,29,23,18,20,18,14,94,72,33,1014,1013,1012,19,11,10,37,5,,0.00,1,,205<br />
2014-7-26,27,23,19,20,18,16,94,75,45,1014,1011,1009,11,10,10,16,3,,2.03,2,Lluvia-Tormenta,61<br />
2014-7-27,27,23,19,19,17,16,94,75,51,1012,1010,1009,11,10,9,21,3,34,4.06,1,Lluvia-Tormenta,35<br />
2014-7-28,28,23,19,21,19,17,94,72,51,1013,1012,1011,14,10,10,14,5,,0.00,2,,230<br />
2014-7-29,27,23,20,20,18,16,94,74,51,1012,1009,1005,14,10,4,24,11,40,9.91,4,Lluvia-Tormenta,166<br />
2014-7-30,23,19,16,18,14,9,94,73,41,1008,1006,1004,11,9,5,21,8,29,8.89,2,Lluvia-Tormenta,196<br />
2014-7-31,27,21,15,19,16,13,88,71,43,1010,1009,1008,19,11,10,19,6,,0.00,2,,330<br />
2014-8-1,29,23,18,21,18,16,88,71,44,1011,1009,1009,19,11,10,16,5,,0.00,2,,266<br />
2014-8-2,29,26,22,21,19,16,94,73,40,1014,1011,1010,19,9,6,16,8,,0.00,3,,200<br />
2014-8-3,28,24,21,20,18,14,94,73,35,1015,1013,1012,14,10,8,11,6,,4.06,3,Lluvia-Tormenta,43<br />
2014-8-4,31,24,18,21,16,12,88,57,25,1014,1014,1013,14,11,10,16,6,,0.00,1,,320<br />
2014-8-5,31,26,20,21,18,12,94,64,24,1014,1012,1011,19,11,10,16,5,34,0.00,1,,307<br />
2014-8-6,31,24,18,20,16,13,94,60,27,1012,1010,1009,19,12,10,23,6,40,0.00,2,,357<br />
2014-8-7,30,24,19,19,16,13,83,57,31,1012,1011,1010,14,11,10,16,6,,0.00,1,,313<br />
2014-8-8,31,25,19,22,18,13,94,67,25,1015,1014,1012,14,11,10,16,5,,0.00,1,,221<br />
2014-8-9,28,24,19,23,19,16,94,72,46,1017,1016,1015,26,11,10,14,5,,0.00,1,,212<br />
2014-8-10,29,25,21,22,18,14,100,70,32,1016,1016,1015,31,14,10,14,5,,0.00,1,,229<br />
